County,FIPS,VTD,cntyvtd,vtdkeyvalue,Office,Name,Party,Incumbent,Votes
Baylor,23,0001,230001,172,State Sen 28,Arrington,R,N,4
Baylor,23,0002,230002,173,State Sen 28,Arrington,R,N,0
Baylor,23,0003,230003,174,State Sen 28,Arrington,R,N,3
Baylor,23,0004,230004,175,State Sen 28,Arrington,R,N,3
Baylor,23,0001,230001,172,State Sen 28,Garza,R,N,0
Baylor,23,0002,230002,173,State Sen 28,Garza,R,N,1
Baylor,23,0003,230003,174,State Sen 28,Garza,R,N,0
Baylor,23,0004,230004,175,State Sen 28,Garza,R,N,0
Baylor,23,0001,230001,172,State Sen 28,Jones,R,N,1
Baylor,23,0002,230002,173,State Sen 28,Jones,R,N,0
Baylor,23,0003,230003,174,State Sen 28,Jones,R,N,0
Baylor,23,0004,230004,175,State Sen 28,Jones,R,N,0
Baylor,23,0001,230001,172,State Sen 28,McKennon,L,N,0
Baylor,23,0002,230002,173,State Sen 28,McKennon,L,N,0
Baylor,23,0003,230003,174,State Sen 28,McKennon,L,N,0
Baylor,23,0004,230004,175,State Sen 28,McKennon,L,N,0
Baylor,23,0001,230001,172,State Sen 28,Perry,R,N,6
Baylor,23,0002,230002,173,State Sen 28,Perry,R,N,12
Baylor,23,0003,230003,174,State Sen 28,Perry,R,N,9
Baylor,23,0004,230004,175,State Sen 28,Perry,R,N,12
Baylor,23,0001,230001,172,State Sen 28,Wortham,D,N,4
Baylor,23,0002,230002,173,State Sen 28,Wortham,D,N,2
Baylor,23,0003,230003,174,State Sen 28,Wortham,D,N,0
Baylor,23,0004,230004,175,State Sen 28,Wortham,D,N,4
Borden,33,0002,330002,1050,State Sen 28,Arrington,R,N,3
Borden,33,0003,330003,1051,State Sen 28,Arrington,R,N,7
Borden,33,0004,330004,1052,State Sen 28,Arrington,R,N,1
Borden,33,001A,33001A,1053,State Sen 28,Arrington,R,N,4
Borden,33,001B,33001B,1054,State Sen 28,Arrington,R,N,3
Borden,33,0002,330002,1050,State Sen 28,Garza,R,N,0
Borden,33,0003,330003,1051,State Sen 28,Garza,R,N,0
Borden,33,0004,330004,1052,State Sen 28,Garza,R,N,0
Borden,33,001A,33001A,1053,State Sen 28,Garza,R,N,0
Borden,33,001B,33001B,1054,State Sen 28,Garza,R,N,0
Borden,33,0002,330002,1050,State Sen 28,Jones,R,N,0
Borden,33,0003,330003,1051,State Sen 28,Jones,R,N,1
Borden,33,0004,330004,1052,State Sen 28,Jones,R,N,0
Borden,33,001A,33001A,1053,State Sen 28,Jones,R,N,1
Borden,33,001B,33001B,1054,State Sen 28,Jones,R,N,0
Borden,33,0002,330002,1050,State Sen 28,McKennon,L,N,0
Borden,33,0003,330003,1051,State Sen 28,McKennon,L,N,0
Borden,33,0004,330004,1052,State Sen 28,McKennon,L,N,0
Borden,33,001A,33001A,1053,State Sen 28,McKennon,L,N,0
Borden,33,001B,33001B,1054,State Sen 28,McKennon,L,N,0
Borden,33,0002,330002,1050,State Sen 28,Perry,R,N,15
Borden,33,0003,330003,1051,State Sen 28,Perry,R,N,23
Borden,33,0004,330004,1052,State Sen 28,Perry,R,N,4
Borden,33,001A,33001A,1053,State Sen 28,Perry,R,N,11
Borden,33,001B,33001B,1054,State Sen 28,Perry,R,N,14
Borden,33,0002,330002,1050,State Sen 28,Wortham,D,N,2
Borden,33,0003,330003,1051,State Sen 28,Wortham,D,N,1
Borden,33,0004,330004,1052,State Sen 28,Wortham,D,N,1
Borden,33,001A,33001A,1053,State Sen 28,Wortham,D,N,2
Borden,33,001B,33001B,1054,State Sen 28,Wortham,D,N,1
Childress,75,0101,750101,1599,State Sen 28,Arrington,R,N,18
Childress,75,0201,750201,1600,State Sen 28,Arrington,R,N,21
Childress,75,0301,750301,1601,State Sen 28,Arrington,R,N,9
Childress,75,0401,750401,1602,State Sen 28,Arrington,R,N,20
Childress,75,0101,750101,1599,State Sen 28,Garza,R,N,0
Childress,75,0201,750201,1600,State Sen 28,Garza,R,N,0
Childress,75,0301,750301,1601,State Sen 28,Garza,R,N,0
Childress,75,0401,750401,1602,State Sen 28,Garza,R,N,0
Childress,75,0101,750101,1599,State Sen 28,Jones,R,N,2
Childress,75,0201,750201,1600,State Sen 28,Jones,R,N,0
Childress,75,0301,750301,1601,State Sen 28,Jones,R,N,0
Childress,75,0401,750401,1602,State Sen 28,Jones,R,N,0
Childress,75,0101,750101,1599,State Sen 28,McKennon,L,N,0
Childress,75,0201,750201,1600,State Sen 28,McKennon,L,N,0
Childress,75,0301,750301,1601,State Sen 28,McKennon,L,N,0
Childress,75,0401,750401,1602,State Sen 28,McKennon,L,N,0
Childress,75,0101,750101,1599,State Sen 28,Perry,R,N,19
Childress,75,0201,750201,1600,State Sen 28,Perry,R,N,38
Childress,75,0301,750301,1601,State Sen 28,Perry,R,N,12
Childress,75,0401,750401,1602,State Sen 28,Perry,R,N,38
Childress,75,0101,750101,1599,State Sen 28,Wortham,D,N,4
Childress,75,0201,750201,1600,State Sen 28,Wortham,D,N,1
Childress,75,0301,750301,1601,State Sen 28,Wortham,D,N,1
Childress,75,0401,750401,1602,State Sen 28,Wortham,D,N,4
