County,FIPS,VTD,cntyvtd,vtdkeyvalue,Office,Name,Party,Incumbent,Votes
Fort Bend,157,2017,1572017,3663,Houston Mayor,King,,N,25
Fort Bend,157,2023,1572023,3666,Houston Mayor,King,,N,42
Fort Bend,157,2031,1572031,3669,Houston Mayor,King,,N,31
Fort Bend,157,2036,1572036,3672,Houston Mayor,King,,N,18
Fort Bend,157,2050,1572050,3673,Houston Mayor,King,,N,0
Fort Bend,157,2051,1572051,3674,Houston Mayor,King,,N,28
Fort Bend,157,2052,1572052,3675,Houston Mayor,King,,N,21
Fort Bend,157,2055,1572055,3676,Houston Mayor,King,,N,1
Fort Bend,157,2056,1572056,3677,Houston Mayor,King,,N,34
Fort Bend,157,2081,1572081,3685,Houston Mayor,King,,N,0
Fort Bend,157,2116,1572116,3698,Houston Mayor,King,,N,29
Fort Bend,157,2123,1572123,3701,Houston Mayor,King,,N,9
Fort Bend,157,3043,1573043,3718,Houston Mayor,King,,N,39
Fort Bend,157,2017,1572017,3663,Houston Mayor,Turner,,N,535
Fort Bend,157,2023,1572023,3666,Houston Mayor,Turner,,N,285
Fort Bend,157,2031,1572031,3669,Houston Mayor,Turner,,N,575
Fort Bend,157,2036,1572036,3672,Houston Mayor,Turner,,N,180
Fort Bend,157,2050,1572050,3673,Houston Mayor,Turner,,N,0
Fort Bend,157,2051,1572051,3674,Houston Mayor,Turner,,N,504
Fort Bend,157,2052,1572052,3675,Houston Mayor,Turner,,N,519
Fort Bend,157,2055,1572055,3676,Houston Mayor,Turner,,N,181
Fort Bend,157,2056,1572056,3677,Houston Mayor,Turner,,N,51
Fort Bend,157,2081,1572081,3685,Houston Mayor,Turner,,N,0
Fort Bend,157,2116,1572116,3698,Houston Mayor,Turner,,N,545
Fort Bend,157,2123,1572123,3701,Houston Mayor,Turner,,N,298
Fort Bend,157,3043,1573043,3718,Houston Mayor,Turner,,N,55
Fort Bend,157,2017,1572017,3663,Houston City Council 1,Knox,,N,75
Fort Bend,157,2017,1572017,3663,Houston City Council 4,Edwards,,N,468
Fort Bend,157,2017,1572017,3663,Houston City Council 2,Robinson,,Y,273
Fort Bend,157,2017,1572017,3663,Houston City Council 5,Christie,,N,122
Fort Bend,157,2023,1572023,3666,Houston City Council 5,Christie,,N,79
