County,FIPS,VTD,CNTYVTD,vtdkey,TotalPop,TotalVR,SpanishSurnamePercent,TotalTO
Aransas,7,0001,70001,69,3109,2165,13.0,197
Aransas,7,0002,70002,70,5697,3749,31.6,265
Aransas,7,0003,70003,71,5817,4301,9.6,605
Aransas,7,0004,70004,72,4876,3901,9.1,476
Aransas,7,001A,7001A,73,3036,1862,20.5,93
Aransas,7,004A,7004A,74,1295,1110,8.1,149
Bastrop,21,1005,211005,150,1829,933,11.0,83
Bastrop,21,1007,211007,152,2394,1467,9.4,148
Bastrop,21,1008,211008,153,1803,1070,15.0,106
Bastrop,21,1009,211009,154,4538,2074,20.1,156
Bastrop,21,2011,212011,156,2821,1297,11.9,114
Bastrop,21,2012,212012,157,2021,1134,8.4,71
Bastrop,21,2016,212016,161,3710,2249,7.6,209
Bastrop,21,3017,213017,162,4301,2300,12.5,208
Bastrop,21,3018,213018,163,2682,1494,8.4,124
Bastrop,21,3019,213019,164,6859,2388,30.3,178
Bastrop,21,3020,213020,165,10083,2504,40.7,175
Caldwell,55,0102,550102,1375,1126,638,17.2,57
Caldwell,55,0104,550104,1377,1007,550,22.7,41
Caldwell,55,0111,550111,1379,3188,1183,35.8,55
Caldwell,55,0201,550201,1380,1816,1100,33.5,48
Caldwell,55,0202,550202,1381,2093,1224,29.1,94
Caldwell,55,0203,550203,1382,2316,1212,22.7,62
Caldwell,55,0204,550204,1383,2239,1180,11.3,100
Caldwell,55,0205,550205,1384,433,323,5.6,26
Caldwell,55,0206,550206,1385,2160,1090,28.1,44
Caldwell,55,0303,550303,1389,1799,750,30.0,0
Caldwell,55,0305,550305,1390,891,457,21.0,20
Caldwell,55,0306,550306,1391,2573,717,44.9,27
Caldwell,55,0400,550400,1392,1745,606,26.9,33
Caldwell,55,0404,550404,1395,4424,1042,33.3,39
Caldwell,55,0405,550405,1396,959,470,12.8,31
Calhoun,57,0001,570001,1397,3159,1817,76.1,94
Calhoun,57,0002,570002,1398,1136,748,38.1,39
Calhoun,57,0003,570003,1399,754,483,8.7,12
Calhoun,57,0004,570004,1400,2775,1536,53.8,74
Calhoun,57,0005,570005,1401,2728,1697,28.4,113
Calhoun,57,0006,570006,1402,646,382,43.2,11
Calhoun,57,0007,570007,1403,3696,2248,28.2,172
Calhoun,57,0008,570008,1404,665,520,12.5,43
Calhoun,57,0009,570009,1405,1653,916,37.6,52
Calhoun,57,0010,570010,1406,1901,1447,19.0,75
Calhoun,57,0011,570011,1407,993,907,8.7,91
Gonzales,177,0001,1770001,3983,4271,2657,27.1,167
Gonzales,177,0002,1770002,3984,3061,1802,28.7,103
Gonzales,177,0003,1770003,3985,2830,1643,39.1,68
Gonzales,177,0007,1770007,3987,736,391,12.8,23
Gonzales,177,0008,1770008,3988,559,348,19.3,14
Gonzales,177,0009,1770009,3989,1663,1163,43.7,36
Gonzales,177,0011,1770011,3991,322,216,10.6,13
Gonzales,177,0012,1770012,3992,280,173,30.6,10
Jackson,239,0001,2390001,6017,3804,2252,21.0,162
Jackson,239,0002,2390002,6018,3718,2199,24.9,145
Jackson,239,0003,2390003,6019,2818,1666,17.9,184
Jackson,239,0004,2390004,6020,525,361,15.5,21
Jackson,239,0005,2390005,6021,943,616,18.3,41
Jackson,239,0006,2390006,6022,1395,738,34.6,62
Jackson,239,0007,2390007,6023,158,112,16.1,5
Jackson,239,0008,2390008,6024,830,573,18.7,42
Jackson,239,0009,2390009,6025,797,549,8.9,47
Lavaca,285,0101,2850101,6422,2004,1310,3.4,127
Lavaca,285,0102,2850102,6423,2070,1433,7.7,157
Lavaca,285,0119,2850119,6424,1037,718,7.2,59
Lavaca,285,0208,2850208,6425,913,706,4.5,70
Lavaca,285,0223,2850223,6426,1882,1290,11.9,108
Lavaca,285,0231,2850231,6427,2076,1407,5.3,133
Lavaca,285,0309,2850309,6428,1865,1329,6.8,109
Lavaca,285,0311,2850311,6429,1375,731,15.0,46
Lavaca,285,0329,2850329,6430,1995,1361,6.3,113
Lavaca,285,0416,2850416,6431,1041,738,4.2,56
Lavaca,285,0430,2850430,6432,4079,2068,21.9,107
Matagorda,321,0002,3210002,6777,769,705,5.4,33
Matagorda,321,0004,3210004,6778,2052,1260,23.7,45
Matagorda,321,0005,3210005,6779,3008,1922,17.1,78
Matagorda,321,0006,3210006,6780,1674,1238,3.7,62
Matagorda,321,0007,3210007,6781,335,194,7.2,7
Matagorda,321,0008,3210008,6782,1230,862,30.0,29
Matagorda,321,0009,3210009,6783,183,203,12.3,10
Matagorda,321,0010,3210010,6784,501,378,10.1,13
Matagorda,321,0012,3210012,6785,552,283,19.1,12
Matagorda,321,0013,3210013,6786,440,382,4.7,38
Matagorda,321,001A,321001A,6787,3869,2548,23.6,189
Matagorda,321,001B,321001B,6788,6019,3276,21.6,175
Matagorda,321,001C,321001C,6789,1581,1079,9.0,53
Matagorda,321,001D,321001D,6790,3453,1547,51.5,71
Matagorda,321,001E,321001E,6791,3332,1505,20.7,45
Matagorda,321,001F,321001F,6792,1748,917,47.5,35
Matagorda,321,003A,321003A,6793,4248,2253,42.8,144
Matagorda,321,003B,321003B,6794,1261,785,31.2,29
Nueces,355,0001,3550001,7148,2495,1249,33.7,141
Nueces,355,0002,3550002,7149,4043,2484,42.0,282
Nueces,355,0003,3550003,7150,5044,3434,41.6,439
Nueces,355,0004,3550004,7151,4327,2415,63.6,209
Nueces,355,0005,3550005,7152,2211,1497,29.4,273
Nueces,355,0006,3550006,7153,5194,3392,23.2,275
Nueces,355,0007,3550007,7154,1361,752,77.3,30
Nueces,355,0008A,3550008A,7155,2985,1325,39.3,124
Nueces,355,0008B,3550008B,7156,40,18,27.8,2
Nueces,355,0008C,3550008C,7157,0,0,0.0,0
Nueces,355,0009,3550009,7158,3220,1935,44.8,213
Nueces,355,0010,3550010,7159,1436,1052,29.4,101
Nueces,355,0011,3550011,7160,989,605,67.8,47
Nueces,355,0012,3550012,7161,2023,1235,81.9,44
Nueces,355,0013,3550013,7162,1497,1127,94.1,57
Nueces,355,0014,3550014,7163,695,344,41.9,32
Nueces,355,0015,3550015,7164,2084,936,61.5,58
Nueces,355,0016,3550016,7165,1521,524,50.2,30
Nueces,355,0017,3550017,7166,5664,2912,53.5,235
Nueces,355,0018,3550018,7167,6027,3033,21.7,226
Nueces,355,0019,3550019,7168,3149,3237,4.7,351
Nueces,355,0020,3550020,7169,5480,2862,69.9,201
Nueces,355,0021,3550021,7170,607,462,15.8,43
Nueces,355,0022,3550022,7171,649,419,69.9,20
Nueces,355,0023,3550023,7172,3206,2060,24.0,251
Nueces,355,0024,3550024,7173,1657,854,73.8,31
Nueces,355,0025,3550025,7174,908,481,43.5,33
Nueces,355,0026,3550026,7175,6851,4105,32.9,537
Nueces,355,0027,3550027,7176,1260,756,80.0,32
Nueces,355,0028,3550028,7177,315,206,17.5,38
Nueces,355,0029,3550029,7178,5126,3034,38.4,315
Nueces,355,0030,3550030,7179,239,339,41.3,7
Nueces,355,0031,3550031,7180,1309,652,79.0,24
Nueces,355,0032,3550032,7181,4148,1978,43.7,158
Nueces,355,0033,3550033,7182,2579,1144,53.1,33
Nueces,355,0034,3550034,7183,1111,485,71.3,17
Nueces,355,0035,3550035,7184,1335,864,91.1,43
Nueces,355,0036,3550036,7185,1200,908,78.4,53
Nueces,355,0037,3550037,7186,2212,1338,79.7,75
Nueces,355,0038,3550038,7187,355,657,38.2,11
Nueces,355,0039,3550039,7188,1257,608,49.0,61
Nueces,355,0040,3550040,7189,5254,3800,8.8,559
Nueces,355,0041,3550041,7190,864,445,86.3,11
Nueces,355,0042,3550042,7191,545,375,20.3,78
Nueces,355,0043,3550043,7192,1320,589,77.6,36
Nueces,355,0044,3550044,7193,2089,1022,87.5,31
Nueces,355,0045,3550045,7194,1275,619,83.4,16
Nueces,355,0046,3550046,7195,770,357,82.4,7
Nueces,355,0047,3550047,7196,968,481,75.9,10
Nueces,355,0048,3550048,7197,2265,1361,58.0,160
Nueces,355,0049,3550049,7198,1864,981,36.8,126
Nueces,355,0050,3550050,7199,899,474,53.2,67
Nueces,355,0051,3550051,7200,4659,2096,57.7,113
Nueces,355,0052,3550052,7201,1319,829,77.0,48
Nueces,355,0053,3550053,7202,1423,713,79.5,46
Nueces,355,0054,3550054,7203,2040,1313,85.7,99
Nueces,355,0055,3550055,7204,1317,1009,87.2,71
Nueces,355,0056,3550056,7205,2610,1167,78.7,39
Nueces,355,0057,3550057,7206,1376,789,73.9,69
Nueces,355,0058,3550058,7207,1512,1167,30.8,197
Nueces,355,0059,3550059,7208,2355,1467,39.9,213
Nueces,355,0060,3550060,7209,1953,1098,87.2,55
Nueces,355,0061,3550061,7210,1744,808,68.6,18
Nueces,355,0062,3550062,7211,1754,901,81.8,35
Nueces,355,0063,3550063,7212,3147,2262,22.7,487
Nueces,355,0064,3550064,7213,1156,878,17.1,229
Nueces,355,0065,3550065,7214,5241,3157,23.7,559
Nueces,355,0066,3550066,7215,2759,1394,57.2,151
Nueces,355,0067,3550067,7216,7594,3577,35.8,320
Nueces,355,0068,3550068,7217,1921,1050,72.3,70
Nueces,355,0069,3550069,7218,3168,1798,70.7,153
Nueces,355,0070,3550070,7219,5698,2681,64.7,184
Nueces,355,0071,3550071,7220,2870,1637,81.7,104
Nueces,355,0072,3550072,7221,2799,1564,69.8,91
Nueces,355,0073,3550073,7222,2370,1419,84.5,79
Nueces,355,0074,3550074,7223,2850,1641,89.5,76
Nueces,355,0075,3550075,7224,3578,2195,89.6,84
Nueces,355,0076,3550076,7225,1759,810,88.1,29
Nueces,355,0077,3550077,7226,611,307,85.7,10
Nueces,355,0078,3550078,7227,2490,1601,74.0,71
Nueces,355,0079,3550079,7228,2018,1129,68.7,59
Nueces,355,0080,3550080,7229,2554,1586,72.6,73
Nueces,355,0081,3550081,7230,4996,3745,9.5,560
Nueces,355,0082,3550082,7231,1253,673,69.1,24
Nueces,355,0083,3550083,7232,1888,1067,84.4,59
Nueces,355,0084,3550084,7233,1281,774,60.3,83
Nueces,355,0085,3550085,7234,1010,508,87.2,24
Nueces,355,0086,3550086,7235,790,608,28.6,130
Nueces,355,0087,3550087,7236,2379,1447,66.6,117
Nueces,355,0088,3550088,7237,3723,2281,50.5,225
Nueces,355,0089,3550089,7238,1139,668,61.5,38
Nueces,355,0090,3550090,7239,1357,813,56.0,65
Nueces,355,0091,3550091,7240,6687,3151,29.5,305
Nueces,355,0092A,3550092A,7241,2783,1724,32.0,288
Nueces,355,0092B,3550092B,7242,127,79,40.5,12
Nueces,355,0093,3550093,7243,5086,2718,79.0,126
Nueces,355,0094,3550094,7244,3103,1892,55.2,176
Nueces,355,0095,3550095,7245,1284,783,75.1,42
Nueces,355,0096,3550096,7246,1521,890,79.0,56
Nueces,355,0097,3550097,7247,2014,1113,84.2,69
Nueces,355,0098,3550098,7248,2620,1718,75.4,95
Nueces,355,0099,3550099,7249,1264,585,77.1,31
Nueces,355,0100,3550100,7250,2165,1154,64.6,75
Nueces,355,0101,3550101,7251,5449,3000,51.9,245
Nueces,355,0102,3550102,7252,2200,1481,56.6,147
Nueces,355,0103,3550103,7253,4640,1963,44.8,208
Nueces,355,0104,3550104,7254,1308,860,94.7,29
Nueces,355,0105,3550105,7255,2081,1265,92.0,50
Nueces,355,0106,3550106,7256,3782,2201,49.8,289
Nueces,355,0107,3550107,7257,6814,4024,32.2,418
Nueces,355,0108,3550108,7258,2317,644,87.1,29
Nueces,355,0109,3550109,7259,705,488,49.8,63
Nueces,355,0110,3550110,7260,3241,1361,45.9,98
Nueces,355,0111,3550111,7261,1981,1019,49.8,67
Nueces,355,0112,3550112,7262,3306,2024,49.0,334
Nueces,355,0113,3550113,7263,1001,460,72.6,25
Nueces,355,0114,3550114,7264,1312,672,78.4,20
Nueces,355,0115,3550115,7265,3279,1893,37.4,194
Nueces,355,0116,3550116,7266,7233,3927,50.4,367
Nueces,355,0117,3550117,7267,4699,3020,15.4,321
Nueces,355,0118,3550118,7268,4492,2555,61.5,206
Nueces,355,0119,3550119,7269,5399,3016,37.5,376
Nueces,355,0120,3550120,7270,3542,2073,44.7,214
Nueces,355,0121,3550121,7271,2838,1462,54.2,152
Nueces,355,0122,3550122,7272,6052,3218,24.1,345
Nueces,355,0123,3550123,7273,3282,1927,43.3,176
Nueces,355,0124,3550124,7274,4836,2978,42.2,269
Nueces,355,0125,3550125,7275,4971,2337,47.6,206
Nueces,355,0126,3550126,7276,7016,2616,36.5,206
Nueces,355,0127,3550127,7277,1949,1303,31.0,158
Nueces,355,0128,3550128,7278,4541,2221,39.5,196
Nueces,355,0129,3550129,7279,5875,2598,39.5,233
