County,FIPS,VTD,cntyvtd,vtdkeyvalue,Office,Name,Party,Incumbent,Votes
Collin,85,0030,850030,1663,Frisco City Council 3,Pelham,,N,243
Collin,85,0087,850087,1720,Frisco City Council 3,Pelham,,N,235
Collin,85,0092,850092,1725,Frisco City Council 3,Pelham,,N,143
Collin,85,0101,850101,1734,Frisco City Council 3,Pelham,,N,178
Collin,85,0111,850111,1744,Frisco City Council 3,Pelham,,N,112
Collin,85,0117,850117,1750,Frisco City Council 3,Pelham,,N,234
Collin,85,0118,850118,1751,Frisco City Council 3,Pelham,,N,209
Collin,85,0127,850127,1760,Frisco City Council 3,Pelham,,N,188
Collin,85,0134,850134,1767,Frisco City Council 3,Pelham,,N,182
Collin,85,0146,850146,1779,Frisco City Council 3,Pelham,,N,244
Collin,85,0177,850177,1810,Frisco City Council 3,Pelham,,N,68
Collin,85,0184,850184,1817,Frisco City Council 3,Pelham,,N,94
Collin,85,0209,850209,1842,Frisco City Council 3,Pelham,,N,7
Collin,85,0212,850212,1845,Frisco City Council 3,Pelham,,N,160
Collin,85,0220,850220,1853,Frisco City Council 3,Pelham,,N,240
Collin,85,0225,850225,1858,Frisco City Council 3,Pelham,,N,289
Collin,85,0229,850229,1862,Frisco City Council 3,Pelham,,N,91
Collin,85,0234,850234,1867,Frisco City Council 3,Pelham,,N,169
Collin,85,0244,850244,1877,Frisco City Council 3,Pelham,,N,183
Collin,85,0245,850245,1878,Frisco City Council 3,Pelham,,N,158
Collin,85,0248,850248,1881,Frisco City Council 3,Pelham,,N,97
Collin,85,0250,850250,1883,Frisco City Council 3,Pelham,,N,223
Collin,85,0030,850030,1663,Frisco City Council 3,White,,N,229
Collin,85,0087,850087,1720,Frisco City Council 3,White,,N,151
Collin,85,0092,850092,1725,Frisco City Council 3,White,,N,95
Collin,85,0101,850101,1734,Frisco City Council 3,White,,N,177
Collin,85,0111,850111,1744,Frisco City Council 3,White,,N,78
Collin,85,0117,850117,1750,Frisco City Council 3,White,,N,166
Collin,85,0118,850118,1751,Frisco City Council 3,White,,N,230
Collin,85,0127,850127,1760,Frisco City Council 3,White,,N,136
Collin,85,0134,850134,1767,Frisco City Council 3,White,,N,148
Collin,85,0146,850146,1779,Frisco City Council 3,White,,N,159
Collin,85,0177,850177,1810,Frisco City Council 3,White,,N,90
Collin,85,0184,850184,1817,Frisco City Council 3,White,,N,115
Collin,85,0209,850209,1842,Frisco City Council 3,White,,N,3
Collin,85,0212,850212,1845,Frisco City Council 3,White,,N,79
Collin,85,0220,850220,1853,Frisco City Council 3,White,,N,117
Collin,85,0225,850225,1858,Frisco City Council 3,White,,N,105
Collin,85,0229,850229,1862,Frisco City Council 3,White,,N,40
Collin,85,0234,850234,1867,Frisco City Council 3,White,,N,122
Collin,85,0244,850244,1877,Frisco City Council 3,White,,N,115
Collin,85,0245,850245,1878,Frisco City Council 3,White,,N,113
Collin,85,0248,850248,1881,Frisco City Council 3,White,,N,83
Collin,85,0250,850250,1883,Frisco City Council 3,White,,N,96
Dallas,113,3109,1133109,2563,Grand Prairie C.C. 8,Giessner,,N,0
Dallas,113,3113,1133113,2567,Grand Prairie C.C. 8,Giessner,,N,0
Dallas,113,4051,1134051,2721,Grand Prairie C.C. 8,Giessner,,N,0
Dallas,113,4059,1134059,2729,Grand Prairie C.C. 8,Giessner,,N,0
Dallas,113,4091,1134091,2759,Grand Prairie C.C. 8,Giessner,,N,0
Dallas,113,4145,1134145,2797,Grand Prairie C.C. 8,Giessner,,N,0
Dallas,113,4500,1134500,2807,Grand Prairie C.C. 8,Giessner,,N,161
Dallas,113,4501,1134501,2808,Grand Prairie C.C. 8,Giessner,,N,175
Dallas,113,4502,1134502,2809,Grand Prairie C.C. 8,Giessner,,N,224
Dallas,113,4503,1134503,2810,Grand Prairie C.C. 8,Giessner,,N,111
Dallas,113,4504,1134504,2811,Grand Prairie C.C. 8,Giessner,,N,57
Dallas,113,4505,1134505,2812,Grand Prairie C.C. 8,Giessner,,N,109
Dallas,113,4506,1134506,2813,Grand Prairie C.C. 8,Giessner,,N,55
Dallas,113,4507,1134507,2814,Grand Prairie C.C. 8,Giessner,,N,8
Dallas,113,4508,1134508,2815,Grand Prairie C.C. 8,Giessner,,N,16
Dallas,113,4509,1134509,2816,Grand Prairie C.C. 8,Giessner,,N,84
Dallas,113,4510,1134510,2817,Grand Prairie C.C. 8,Giessner,,N,46
Dallas,113,4511,1134511,2818,Grand Prairie C.C. 8,Giessner,,N,52
Dallas,113,4512,1134512,2819,Grand Prairie C.C. 8,Giessner,,N,38
Dallas,113,4513,1134513,2820,Grand Prairie C.C. 8,Giessner,,N,46
Dallas,113,4514,1134514,2821,Grand Prairie C.C. 8,Giessner,,N,94
Dallas,113,4515,1134515,2822,Grand Prairie C.C. 8,Giessner,,N,29
Dallas,113,4516,1134516,2823,Grand Prairie C.C. 8,Giessner,,N,0
Dallas,113,4517,1134517,2824,Grand Prairie C.C. 8,Giessner,,N,253
Dallas,113,4518,1134518,2825,Grand Prairie C.C. 8,Giessner,,N,10
Dallas,113,4519,1134519,2826,Grand Prairie C.C. 8,Giessner,,N,393
Dallas,113,4520,1134520,2827,Grand Prairie C.C. 8,Giessner,,N,21
Dallas,113,4521,1134521,2828,Grand Prairie C.C. 8,Giessner,,N,239
Dallas,113,4522,1134522,2829,Grand Prairie C.C. 8,Giessner,,N,178
Dallas,113,4523,1134523,2830,Grand Prairie C.C. 8,Giessner,,N,23
Dallas,113,4525,1134525,2831,Grand Prairie C.C. 8,Giessner,,N,44
Dallas,113,4527,1134527,2832,Grand Prairie C.C. 8,Giessner,,N,14
Dallas,113,4528,1134528,2833,Grand Prairie C.C. 8,Giessner,,N,0
Dallas,113,4529,1134529,2834,Grand Prairie C.C. 8,Giessner,,N,48
Dallas,113,4530,1134530,2835,Grand Prairie C.C. 8,Giessner,,N,2
Dallas,113,4531,1134531,2836,Grand Prairie C.C. 8,Giessner,,N,41
Dallas,113,4532,1134532,2837,Grand Prairie C.C. 8,Giessner,,N,10
Dallas,113,4533,1134533,2838,Grand Prairie C.C. 8,Giessner,,N,19
Dallas,113,4534,1134534,2839,Grand Prairie C.C. 8,Giessner,,N,3
Dallas,113,4535,1134535,2840,Grand Prairie C.C. 8,Giessner,,N,13
Dallas,113,4536,1134536,2841,Grand Prairie C.C. 8,Giessner,,N,0
Dallas,113,4537,1134537,2842,Grand Prairie C.C. 8,Giessner,,N,0
Dallas,113,4538,1134538,2843,Grand Prairie C.C. 8,Giessner,,N,6
Dallas,113,4539,1134539,2844,Grand Prairie C.C. 8,Giessner,,N,0
Dallas,113,4541,1134541,2845,Grand Prairie C.C. 8,Giessner,,N,0
Dallas,113,4542,1134542,2846,Grand Prairie C.C. 8,Giessner,,N,0
Dallas,113,4554,1134554,2847,Grand Prairie C.C. 8,Giessner,,N,2
Dallas,113,4555,1134555,2848,Grand Prairie C.C. 8,Giessner,,N,1
Dallas,113,4557,1134557,2849,Grand Prairie C.C. 8,Giessner,,N,0
Dallas,113,4558,1134558,2850,Grand Prairie C.C. 8,Giessner,,N,0
Dallas,113,4559,1134559,2851,Grand Prairie C.C. 8,Giessner,,N,0
Dallas,113,4600,1134600,2852,Grand Prairie C.C. 8,Giessner,,N,0
Dallas,113,4605,1134605,2857,Grand Prairie C.C. 8,Giessner,,N,0
Dallas,113,4608,1134608,2860,Grand Prairie C.C. 8,Giessner,,N,0
Dallas,113,4609,1134609,2861,Grand Prairie C.C. 8,Giessner,,N,0
Dallas,113,4665,1134665,2909,Grand Prairie C.C. 8,Giessner,,N,0
Dallas,113,4674,1134674,2912,Grand Prairie C.C. 8,Giessner,,N,0
Dallas,113,3109,1133109,2563,Grand Prairie C.C. 8,Ezeonu,,N,0
Dallas,113,3113,1133113,2567,Grand Prairie C.C. 8,Ezeonu,,N,0
Dallas,113,4051,1134051,2721,Grand Prairie C.C. 8,Ezeonu,,N,0
