County,FIPS,VTD,CNTYVTD,vtdkey,TotalPop,TotalVR,SpanishSurnamePercent,TotalTO
Bastrop,21,1001,211001,146,466,339,7.4,61
Bastrop,21,1002,211002,147,807,565,9.9,108
Bastrop,21,1003,211003,148,3183,2114,12.3,400
Bastrop,21,1004,211004,149,3014,1985,15.0,367
Bastrop,21,1005,211005,150,1829,1083,11.5,227
Bastrop,21,1006,211006,151,7877,2585,30.4,475
Bastrop,21,1007,211007,152,2394,1562,9.9,321
Bastrop,21,1008,211008,153,1803,1131,15.2,235
Bastrop,21,1009,211009,154,4538,2198,22.4,315
Bastrop,21,2010,212010,155,1340,743,9.3,150
Bastrop,21,2011,212011,156,2821,1516,12.8,314
Bastrop,21,2012,212012,157,2021,1253,9.2,253
Bastrop,21,2013,212013,158,4477,2802,12.4,566
Bastrop,21,2014,212014,159,4659,2776,12.2,534
Bastrop,21,2015,212015,160,4581,2898,10.9,526
Bastrop,21,2016,212016,161,3710,2415,8.2,457
Bastrop,21,3017,213017,162,4301,2465,13.4,453
Bastrop,21,3018,213018,163,2682,1555,9.0,284
Bastrop,21,3019,213019,164,6859,2579,32.2,376
Bastrop,21,3020,213020,165,10083,2757,42.5,395
Bastrop,21,4021,214021,166,5065,2653,15.3,489
Bastrop,21,4022,214022,167,4374,2152,18.6,399
Bastrop,21,4023,214023,168,2517,1201,10.3,214
Bastrop,21,4024,214024,169,3724,1650,23.7,318
Bastrop,21,4025,214025,170,4469,2069,33.5,368
Bastrop,21,4026,214026,171,3622,1898,22.0,349
Travis,453,0100,4530100,8783,3863,3295,14.7,685
Travis,453,0101,4530101,8784,4278,3078,21.7,654
Travis,453,0102,4530102,8785,3485,3044,11.3,759
Travis,453,0103,4530103,8786,2903,2614,12.7,691
Travis,453,0104,4530104,8787,3739,3498,8.9,1139
Travis,453,0105,4530105,8788,3572,2886,14.5,723
Travis,453,0106,4530106,8789,4211,2898,11.2,912
Travis,453,0107,4530107,8790,4321,3293,10.7,1044
Travis,453,0110,4530110,8791,4509,2554,13.8,550
Travis,453,0111,4530111,8792,3836,2643,11.9,563
Travis,453,0112,4530112,8793,2840,2119,15.7,535
Travis,453,0113,4530113,8794,3375,2584,16.9,747
Travis,453,0114,4530114,8795,3048,2270,17.4,719
Travis,453,0115,4530115,8796,1799,682,37.7,141
Travis,453,0116,4530116,8797,6507,3257,19.7,687
Travis,453,0117,4530117,8798,3484,2763,13.9,755
Travis,453,0120,4530120,8799,4494,1968,24.2,378
Travis,453,0121,4530121,8800,4435,1803,20.6,332
Travis,453,0122,4530122,8801,6764,2046,33.6,245
Travis,453,0123,4530123,8802,3291,1520,26.1,228
Travis,453,0124,4530124,8803,6441,2034,30.0,240
Travis,453,0125,4530125,8804,1723,775,31.5,112
Travis,453,0126,4530126,8805,6593,2761,28.2,416
Travis,453,0127,4530127,8806,7529,3021,34.6,441
Travis,453,0130,4530130,8807,10378,4367,29.9,824
Travis,453,0131,4530131,8808,8935,2668,25.6,323
Travis,453,0132,4530132,8809,14486,4562,29.0,495
Travis,453,0133,4530133,8810,5445,2338,30.0,369
Travis,453,0134,4530134,8811,4065,2277,16.6,390
Travis,453,0135,4530135,8812,2074,1389,14.1,284
Travis,453,0136,4530136,8813,2661,1697,16.6,342
Travis,453,0137,4530137,8814,5604,3068,26.0,531
Travis,453,0138,4530138,8815,7916,4547,17.9,812
Travis,453,0140,4530140,8816,856,342,36.0,59
Travis,453,0141,4530141,8817,7876,3895,18.0,670
Travis,453,0142,4530142,8818,4318,2234,17.8,327
Travis,453,0143,4530143,8819,7037,3180,24.9,466
Travis,453,0144,4530144,8820,3985,1653,30.5,243
Travis,453,0145,4530145,8821,2878,1445,20.3,139
Travis,453,0146,4530146,8822,1043,437,21.3,58
Travis,453,0150A,4530150A,8823,6315,3087,19.0,433
Travis,453,0150B,4530150B,8824,97,37,21.6,5
Travis,453,0151A,4530151A,8825,4358,2096,13.5,301
Travis,453,0151B,4530151B,8826,0,0,0.0,0
