County,FIPS,VTD,CNTYVTD,vtdkey,TotalPop,TotalVR,SpanishSurnamePercent,TotalTO
Austin,15,0101,150101,116,2253,1332,9.0,162
Austin,15,0102,150102,117,1865,1306,8.3,167
Austin,15,0103,150103,118,1960,1343,5.6,169
Austin,15,0104,150104,119,1168,736,9.4,93
Austin,15,0205,150205,120,3961,2611,6.5,382
Austin,15,0206,150206,121,1613,1189,5.0,251
Austin,15,0207,150207,122,958,680,5.3,139
Austin,15,0208,150208,123,818,557,3.4,107
Austin,15,0309,150309,124,860,523,9.2,106
Austin,15,0310,150310,125,4389,2534,14.6,263
Austin,15,0311,150311,126,2349,1143,25.5,98
Austin,15,0412,150412,127,908,626,11.7,55
Austin,15,0413,150413,128,2303,1203,11.9,124
Austin,15,0414,150414,129,2438,1251,17.7,129
Austin,15,0415,150415,130,2324,1533,17.8,124
Burleson,51,0113,510113,1340,1040,715,5.6,47
Burleson,51,0114,510114,1341,3374,1857,13.2,167
Burleson,51,0203,510203,1342,562,386,9.6,28
Burleson,51,0204,510204,1343,730,449,5.3,58
Burleson,51,0207,510207,1344,654,438,7.5,36
Burleson,51,0211,510211,1345,1518,958,6.7,108
Burleson,51,0215,510215,1346,910,412,12.1,5
Burleson,51,0301,510301,1347,2181,1390,11.1,193
Burleson,51,0305,510305,1348,730,492,5.7,49
Burleson,51,0308,510308,1349,567,382,4.7,25
Burleson,51,0309,510309,1350,923,684,9.4,78
Burleson,51,0406,510406,1351,1863,1286,17.4,73
Burleson,51,0410,510410,1352,2590,1599,6.0,133
Colorado,89,0101,890101,1893,3912,2212,11.1,142
Colorado,89,0102,890102,1894,422,313,8.0,20
Colorado,89,0103,890103,1895,915,640,12.0,13
Colorado,89,0201,890201,1896,4372,2788,9.1,134
Colorado,89,0202,890202,1897,744,564,13.1,11
Colorado,89,0302,890302,1898,1276,1047,3.6,52
Colorado,89,0303,890303,1899,775,490,4.1,41
Colorado,89,0304,890304,1900,670,464,6.0,45
Colorado,89,0305,890305,1901,2401,1727,11.4,118
Colorado,89,0401,890401,1902,668,582,13.4,18
Colorado,89,0402,890402,1903,4402,2585,32.4,123
Fayette,149,0110,1490110,3604,1265,867,2.8,51
Fayette,149,0112,1490112,3605,1816,1043,8.7,86
Fayette,149,0204,1490204,3606,1754,1323,4.1,137
Fayette,149,0207,1490207,3607,2257,1695,3.8,214
Fayette,149,0315,1490315,3608,736,530,7.0,56
Fayette,149,0316,1490316,3609,2936,1863,18.7,156
Fayette,149,0422,1490422,3610,901,626,3.4,54
Fayette,149,0423,1490423,3611,1074,758,4.6,87
Fayette,149,0425,1490425,3612,3982,2547,10.3,233
Fayette,149,101N,149101N,3613,3300,1888,10.8,161
Fayette,149,201E,149201E,3614,2015,1122,9.1,119
Fayette,149,301W,149301W,3615,2399,1604,6.4,182
Grimes,185,0001,1850001,4066,2343,1556,5.3,104
Grimes,185,0002,1850002,4067,1323,927,6.1,39
Grimes,185,0003,1850003,4068,4557,1891,23.4,60
Grimes,185,0004,1850004,4069,1602,1031,3.2,45
Grimes,185,0005,1850005,4070,4610,1264,10.9,101
Grimes,185,0006,1850006,4071,3086,1888,13.5,142
Grimes,185,0007,1850007,4072,2127,1399,5.9,82
Grimes,185,0008,1850008,4073,1067,695,5.3,38
Grimes,185,0009,1850009,4074,414,376,3.5,24
Grimes,185,0010,1850010,4075,2210,1101,6.6,47
Grimes,185,0012,1850012,4076,1472,1006,9.3,61
Grimes,185,0014,1850014,4077,2270,1034,8.3,39
Grimes,185,0015,1850015,4078,2187,1115,6.2,52
Lavaca,285,0101,2850101,6422,2004,1292,2.5,66
Lavaca,285,0102,2850102,6423,2070,1445,7.8,86
Lavaca,285,0119,2850119,6424,1037,694,9.2,32
Lavaca,285,0208,2850208,6425,913,700,4.4,72
Lavaca,285,0223,2850223,6426,1882,1333,11.8,68
Lavaca,285,0231,2850231,6427,2076,1412,5.1,80
Lavaca,285,0309,2850309,6428,1865,1299,6.7,97
Lavaca,285,0311,2850311,6429,1375,756,14.0,35
Lavaca,285,0329,2850329,6430,1995,1391,6.8,101
Lavaca,285,0416,2850416,6431,1041,723,4.4,48
Lavaca,285,0430,2850430,6432,4079,2086,21.2,72
Washington,477,0101,4770101,9281,1721,1205,2.3,130
Washington,477,0104,4770104,9282,3950,2117,6.7,189
Washington,477,0109,4770109,9283,1429,1028,3.8,111
Washington,477,0115,4770115,9284,1528,875,6.3,83
Washington,477,0117,4770117,9285,228,100,10.0,8
Washington,477,0121,4770121,9286,133,112,4.5,7
Washington,477,0202,4770202,9287,222,129,7.8,18
Washington,477,0203,4770203,9288,2336,1833,4.7,218
Washington,477,0205,4770205,9289,3852,2275,4.2,324
Washington,477,0208,4770208,9290,2707,1405,4.3,188
Washington,477,0307,4770307,9291,2876,1564,7.8,172
Washington,477,0311,4770311,9292,1598,1127,3.8,152
Washington,477,0312,4770312,9293,1674,1148,7.3,161
Washington,477,0320,4770320,9294,2689,1729,5.0,256
Washington,477,0406,4770406,9295,3577,1695,7.4,206
Washington,477,0410,4770410,9296,1519,1116,3.9,131
Washington,477,0413,4770413,9297,2054,1567,4.7,219
Washington,477,0418,4770418,9298,874,667,7.9,90
Washington,477,0419,4770419,9299,838,559,4.5,76

