County,FIPS,VTD,CNTYVTD,vtdkey,TotalPop,TotalVR,SpanishSurnamePercent,TotalTO
Aransas,7,0001,70001,69,3109,1985,12.2,124
Aransas,7,0002,70002,70,5697,3496,31.7,159
Aransas,7,0003,70003,71,5817,4053,9.7,445
Aransas,7,0004,70004,72,4876,3529,8.6,281
Aransas,7,001A,7001A,73,3036,1729,20.0,36
Aransas,7,004A,7004A,74,1295,1021,9.2,103
Austin,15,0101,150101,116,2253,1332,9.0,258
Austin,15,0102,150102,117,1865,1306,8.3,248
Austin,15,0103,150103,118,1960,1343,5.6,261
Austin,15,0104,150104,119,1168,736,9.4,139
Austin,15,0205,150205,120,3961,2611,6.5,689
Austin,15,0206,150206,121,1613,1189,5.0,312
Austin,15,0207,150207,122,958,680,5.3,170
Austin,15,0208,150208,123,818,557,3.4,123
Austin,15,0309,150309,124,860,523,9.2,122
Austin,15,0310,150310,125,4389,2534,14.6,257
Austin,15,0311,150311,126,2349,1143,25.5,99
Austin,15,0412,150412,127,908,626,11.7,66
Austin,15,0413,150413,128,2303,1203,11.9,144
Austin,15,0414,150414,129,2438,1251,17.7,150
Austin,15,0415,150415,130,2324,1533,17.8,126
Burleson,51,0113,510113,1340,1040,715,5.6,75
Burleson,51,0114,510114,1341,3374,1857,13.2,158
Burleson,51,0203,510203,1342,562,386,9.6,28
Burleson,51,0204,510204,1343,730,449,5.3,55
Burleson,51,0207,510207,1344,654,438,7.5,33
Burleson,51,0211,510211,1345,1518,958,6.7,109
Burleson,51,0215,510215,1346,910,412,12.1,18
Burleson,51,0301,510301,1347,2181,1390,11.1,159
Burleson,51,0305,510305,1348,730,492,5.7,45
Burleson,51,0308,510308,1349,567,382,4.7,38
Burleson,51,0309,510309,1350,923,684,9.4,58
Burleson,51,0406,510406,1351,1863,1286,17.4,104
Burleson,51,0410,510410,1352,2590,1599,6.0,158
Calhoun,57,0001,570001,1397,3159,1923,74.9,43
Calhoun,57,0002,570002,1398,1136,711,37.7,59
Calhoun,57,0003,570003,1399,754,426,8.2,30
Calhoun,57,0004,570004,1400,2775,1598,52.3,67
Calhoun,57,0005,570005,1401,2728,1679,28.1,136
Calhoun,57,0006,570006,1402,646,388,40.7,22
Calhoun,57,0007,570007,1403,3696,2340,27.0,190
Calhoun,57,0008,570008,1404,665,469,13.2,54
Calhoun,57,0009,570009,1405,1653,922,37.6,53
Calhoun,57,0010,570010,1406,1901,1356,19.4,79
Calhoun,57,0011,570011,1407,993,884,10.6,99
Colorado,89,0101,890101,1893,3912,2212,11.1,234
Colorado,89,0102,890102,1894,422,313,8.0,29
Colorado,89,0103,890103,1895,915,640,12.0,37
Colorado,89,0201,890201,1896,4372,2788,9.1,152
Colorado,89,0202,890202,1897,744,564,13.1,136
Colorado,89,0302,890302,1898,1276,1047,3.6,126
Colorado,89,0303,890303,1899,775,490,4.1,54
Colorado,89,0304,890304,1900,670,464,6.0,56
Colorado,89,0305,890305,1901,2401,1727,11.4,190
Colorado,89,0401,890401,1902,668,582,13.4,26
Colorado,89,0402,890402,1903,4402,2585,32.4,207
DeWitt,123,0101,1230101,3181,3771,1682,19.3,101
DeWitt,123,0102,1230102,3182,2250,1473,50.0,113
DeWitt,123,0201,1230201,3183,725,473,17.5,37
DeWitt,123,0202,1230202,3184,2195,1233,18.5,103
DeWitt,123,0203,1230203,3185,1642,983,17.9,105
DeWitt,123,0301,1230301,3186,1986,1471,25.3,132
DeWitt,123,0302,1230302,3187,1869,1253,28.5,122
DeWitt,123,0303,1230303,3188,718,423,21.5,18
DeWitt,123,0401,1230401,3189,3296,1969,16.4,160
DeWitt,123,0402,1230402,3190,1372,978,8.2,133
Fayette,149,0110,1490110,3604,1265,867,2.8,88
Fayette,149,0112,1490112,3605,1816,1043,8.7,110
Fayette,149,0204,1490204,3606,1754,1323,4.1,220
Fayette,149,0207,1490207,3607,2257,1695,3.8,293
Fayette,149,0315,1490315,3608,736,530,7.0,72
Fayette,149,0316,1490316,3609,2936,1863,18.7,237
Fayette,149,0422,1490422,3610,901,626,3.4,68
Fayette,149,0423,1490423,3611,1074,758,4.6,117
Fayette,149,0425,1490425,3612,3982,2547,10.3,302
Fayette,149,101N,149101N,3613,3300,1888,10.8,233
Fayette,149,201E,149201E,3614,2015,1122,9.1,176
Fayette,149,301W,149301W,3615,2399,1604,6.4,258
Fort Bend,157,1004,1571004,3629,5592,3678,9.2,173
Fort Bend,157,1005,1571005,3630,2084,965,6.0,80
