County,FIPS,VTD,CNTYVTD,vtdkey,TotalPop,TotalVR,SpanishSurnamePercent,TotalTO
Baylor,23,0001,230001,172,863,642,6.9,15
Baylor,23,0002,230002,173,870,640,7.5,15
Baylor,23,0003,230003,174,861,633,9.2,12
Baylor,23,0004,230004,175,871,586,6.1,19
Borden,33,0002,330002,1050,161,112,8.0,22
Borden,33,0003,330003,1051,156,114,5.3,25
Borden,33,0004,330004,1052,151,98,10.2,20
Borden,33,001A,33001A,1053,79,66,9.1,14
Borden,33,001B,33001B,1054,84,55,10.9,13
Childress,75,0101,750101,1599,2509,1094,19.6,43
Childress,75,0201,750201,1600,1358,892,10.1,60
Childress,75,0301,750301,1601,1439,591,13.2,22
Childress,75,0401,750401,1602,1358,911,12.2,62
Coke,81,0001,810001,1624,834,562,11.7,62
Coke,81,0002,810002,1625,799,511,4.7,48
Coke,81,0003,810003,1626,858,516,15.1,53
Coke,81,0004A,810004A,1627,778,510,14.9,51
Coke,81,0004B,810004B,1628,16,11,36.4,1
Coleman,83,0001,830001,1629,1965,1455,9.5,75
Coleman,83,0002,830002,1630,1465,1095,14.7,36
Coleman,83,0003,830003,1631,1877,1381,14.3,67
Coleman,83,0004,830004,1632,1870,1532,8.0,117
Coleman,83,002E,83002E,1633,507,415,9.6,19
Concho,95,0101,950101,1960,476,361,9.4,40
Concho,95,0102,950102,1961,107,79,17.7,8
Concho,95,0203,950203,1962,136,119,2.5,14
Concho,95,0204,950204,1963,156,132,46.2,11
Concho,95,0205,950205,1964,293,181,21.5,17
Concho,95,0306,950306,1965,563,344,39.8,28
Concho,95,0407,950407,1966,185,78,7.7,20
Concho,95,0408,950408,1967,1387,339,34.8,34
Cottle,101,0101,1010101,2001,344,263,11.4,21
Cottle,101,0201,1010201,2002,349,271,6.3,21
Cottle,101,0301,1010301,2003,338,265,20.4,16
Cottle,101,0401,1010401,2004,349,283,23.3,24
Crane,103,0001,1030001,2005,1178,744,32.3,26
Crane,103,0002,1030002,2006,1156,729,42.5,29
Crane,103,0003,1030003,2007,1151,516,52.3,9
Crane,103,0004,1030004,2008,1190,445,44.9,5
Crosby,107,0011,1070011,2013,1141,822,51.7,61
Crosby,107,0027,1070027,2014,1371,969,41.2,115
Crosby,107,0039,1070039,2015,1218,854,48.1,69
Crosby,107,0044,1070044,2016,1403,969,37.3,105
Dawson,115,0001,1150001,2916,3804,1598,63.9,65
Dawson,115,0002,1150002,2917,2500,1642,69.3,63
Dawson,115,0003,1150003,2918,2522,1732,29.8,176
Dawson,115,0004,1150004,2919,2518,1643,34.7,154
Dawson,115,0005,1150005,2920,255,167,29.3,5
Dawson,115,0011,1150011,2921,339,230,38.3,7
Dawson,115,0012,1150012,2922,124,76,23.7,0
Dawson,115,0013,1150013,2923,234,149,26.2,2
Dawson,115,0017,1150017,2924,160,136,40.4,1
Dickens,125,0001,1250001,3191,134,81,4.9,13
Dickens,125,0002,1250002,3192,173,132,3.8,23
Dickens,125,0003,1250003,3193,444,288,18.1,32
Dickens,125,0004,1250004,3194,437,264,37.1,15
Dickens,125,0005,1250005,3195,256,212,9.0,17
Dickens,125,0006,1250006,3196,326,305,10.5,46
Eastland,133,0001,1330001,3218,4305,2608,7.5,183
Eastland,133,0002,1330002,3219,522,326,5.8,57
Eastland,133,0003,1330003,3220,2686,1615,9.1,62
Eastland,133,0004,1330004,3221,395,290,5.9,18
Eastland,133,0005,1330005,3222,1160,677,18.5,31
Eastland,133,0006,1330006,3223,504,283,0.7,15
Eastland,133,0007,1330007,3224,2933,1792,2.8,170
Eastland,133,0008,1330008,3225,4563,2513,6.9,190
Eastland,133,0009,1330009,3226,657,435,3.9,39
Fisher,151,0001,1510001,3616,875,637,9.3,42
Fisher,151,0004,1510004,3617,918,630,17.1,55
Fisher,151,0010A,1510010A,3618,951,708,26.1,57
Fisher,151,0010B,1510010B,3619,0,0,0.0,0
Fisher,151,0012,1510012,3620,928,745,25.8,68
Floyd,153,0001,1530001,3621,1345,979,20.6,172
Floyd,153,0002,1530002,3622,1331,1147,33.8,129
Floyd,153,0003,1530003,3623,1349,939,62.8,54
Floyd,153,0004,1530004,3624,1377,1007,55.4,85
Foard,155,0101,1550101,3625,270,242,14.0,4
Foard,155,0201,1550201,3626,277,324,12.3,14
Foard,155,0301,1550301,3627,272,236,11.4,9
Foard,155,0401,1550401,3628,276,259,13.5,11
Garza,169,0001,1690001,3951,856,604,15.2,72
Garza,169,0002,1690002,3952,1040,696,19.3,80
Garza,169,0003,1690003,3953,2696,695,34.8,64
Garza,169,0004,1690004,3954,889,476,45.6,51
Garza,169,0005,1690005,3955,166,129,28.7,9
Garza,169,0006,1690006,3956,169,86,4.7,5
Hale,189,0101,1890101,4155,680,509,50.3,30
Hale,189,0102,1890102,4156,295,215,51.2,16
Hale,189,0103,1890103,4157,1215,724,68.5,17
Hale,189,0104,1890104,4158,1344,815,59.0,44
Hale,189,0105,1890105,4159,653,348,37.6,29
Hale,189,0108,1890108,4160,238,124,47.6,11
Hale,189,0110,1890110,4161,519,388,17.3,57
Hale,189,0111,1890111,4162,2082,1149,56.0,48
Hale,189,0112,1890112,4163,2221,586,22.0,105
Hale,189,0202,1890202,4164,954,542,67.9,9
Hale,189,0203,1890203,4165,1352,863,77.5,11
Hale,189,0204,1890204,4166,1732,980,64.5,34
Hale,189,0205,1890205,4167,821,416,70.2,6
Hale,189,0206,1890206,4168,322,135,85.2,1
Hale,189,0213,1890213,4169,696,352,50.6,23
Hale,189,0214,1890214,4170,1154,851,53.2,103
Hale,189,0215,1890215,4171,723,433,49.9,17
Hale,189,0304,1890304,4172,1503,920,31.0,127
Hale,189,0305,1890305,4173,1540,1172,19.2,266
Hale,189,0306,1890306,4174,214,98,37.8,16
Hale,189,0307,1890307,4175,628,320,38.1,17
Hale,189,0316,1890316,4176,1909,1304,48.7,117
Hale,189,0317,1890317,4177,222,182,30.8,15
Hale,189,0318,1890318,4178,1795,1069,26.1,93
Hale,189,0406,1890406,4179,1872,1046,64.5,24
Hale,189,0407,1890407,4180,2048,1278,16.2,261
Hale,189,0408,1890408,4181,1161,773,26.9,81
Hale,189,0409,1890409,4182,1593,867,44.3,81
Hale,189,0419,1890419,4183,460,248,23.8,22
Hale,189,0420,1890420,4184,576,351,16.8,46
Hardeman,197,0001,1970001,4211,881,660,9.8,45
Hardeman,197,0002,1970002,4212,882,598,12.9,34
Hardeman,197,0003,1970003,4213,873,660,12.9,35
Hardeman,197,0004,1970004,4214,913,624,8.7,54
Haskell,207,0001,2070001,5440,578,430,11.4,35
Haskell,207,0002,2070002,5441,1506,703,15.4,42
Haskell,207,0003,2070003,5442,882,649,27.4,46
Haskell,207,0004,2070004,5443,414,271,17.0,19
Haskell,207,0005,2070005,5444,584,392,17.6,24
Haskell,207,0006,2070006,5445,500,387,17.1,22
Haskell,207,0007,2070007,5446,165,107,27.1,5
Haskell,207,0008,2070008,5447,212,137,18.2,7
Haskell,207,0009,2070009,5448,353,241,4.6,13
Haskell,207,0010,2070010,5449,222,149,10.7,4
Hockley,219,0011,2190011,5847,660,339,15.3,30
Hockley,219,0014,2190014,5848,1178,759,28.6,72
Hockley,219,0015,2190015,5849,826,495,16.6,47
Hockley,219,0016,2190016,5850,2838,1826,14.1,165
Hockley,219,0021,2190021,5851,3783,2253,39.4,190
Hockley,219,0024,2190024,5852,1528,1096,35.0,88
Hockley,219,0032,2190032,5853,3841,2323,46.1,195
Hockley,219,0033,2190033,5854,191,98,24.5,3
Hockley,219,0035,2190035,5855,386,186,25.8,17
Hockley,219,0036,2190036,5856,982,575,68.3,54
Hockley,219,0043,2190043,5857,441,304,21.1,41
Hockley,219,0044,2190044,5858,1157,933,35.4,80
Hockley,219,0045,2190045,5859,2697,1643,29.2,154
Hockley,219,0046,2190046,5860,1029,603,21.9,45
Irion,235,0100,2350100,6007,378,304,16.8,25
Irion,235,0200,2350200,6008,378,355,21.1,26
Irion,235,0300,2350300,6009,378,283,22.6,26
Irion,235,0400,2350400,6010,379,347,10.4,37
Jones,253,0001,2530001,6225,3580,2293,28.1,103
Jones,253,0002,2530002,6226,3942,2490,16.5,177
Jones,253,0003,2530003,6227,8512,2515,6.9,114
Jones,253,0004,2530004,6228,3629,2397,12.8,149
Kent,263,0101,2630101,6304,283,179,10.6,26
Kent,263,0201,2630201,6305,46,39,2.6,6
Kent,263,0202,2630202,6306,113,115,4.3,12
Kent,263,0301,2630301,6307,88,105,6.7,18
Kent,263,0302,2630302,6308,46,43,4.7,3
Kent,263,0401,2630401,6309,177,127,21.3,17
Kimble,267,0001,2670001,6330,943,742,12.9,84
Kimble,267,0002,2670002,6331,788,433,16.9,43
Kimble,267,0003,2670003,6332,311,226,6.2,34
Kimble,267,0004,2670004,6333,651,409,24.9,38
Kimble,267,0006,2670006,6334,459,279,3.9,48
Kimble,267,0007,2670007,6335,413,292,6.2,29
Kimble,267,0009,2670009,6336,721,481,11.6,57
King,269,0001,2690001,6337,64,53,0.0,8
King,269,0002,2690002,6338,67,35,17.1,5
King,269,0003,2690003,6339,70,53,11.3,10
King,269,0004,2690004,6340,64,46,6.5,8
Knox,275,0101,2750101,6362,836,632,21.2,35
Knox,275,0201,2750201,6363,278,224,6.3,3
Knox,275,0202,2750202,6364,545,370,27.0,18
Knox,275,0301,2750301,6365,769,506,23.1,28
Knox,275,0302,2750302,6366,68,59,1.7,0
Knox,275,0401,2750401,6367,857,530,30.8,24
Lamb,279,0001,2790001,6395,1717,1072,52.8,66
Lamb,279,0002,2790002,6396,1493,997,60.8,73
Lamb,279,0003,2790003,6397,1212,781,42.8,50
Lamb,279,0004,2790004,6398,181,80,21.3,2
Lamb,279,0005,2790005,6399,810,460,47.0,39
Lamb,279,0006,2790006,6400,743,507,50.5,36
Lamb,279,0008,2790008,6401,3257,2103,29.6,159
Lamb,279,0009,2790009,6402,1364,896,35.2,70
Lamb,279,0010,2790010,6403,841,429,24.5,20
Lamb,279,0011,2790011,6404,1073,651,21.8,45
Lamb,279,0012,2790012,6405,354,192,13.0,9
Lubbock,303,0001,3030001,6540,6681,2724,58.2,208
Lubbock,303,0002,3030002,6541,3315,1836,52.9,195
Lubbock,303,0003,3030003,6542,5403,2755,69.0,109
Lubbock,303,0004,3030004,6543,2259,1281,82.5,53
Lubbock,303,0005,3030005,6544,1932,607,81.9,47
Lubbock,303,0006,3030006,6545,2767,1737,26.5,95
Lubbock,303,0007,3030007,6546,4531,2791,11.9,541
Lubbock,303,0008,3030008,6547,4579,1438,11.8,25
Lubbock,303,0009,3030009,6548,3432,1968,7.8,475
