County,FIPS,VTD,CNTYVTD,vtdkey,TotalPop,TotalVR,SpanishSurnamePercent,TotalTO
Collin,85,0030,850030,1663,6965,4632,12.0,472
Collin,85,0087,850087,1720,6533,3142,1.7,386
Collin,85,0092,850092,1725,6619,3752,12.0,238
Collin,85,0101,850101,1734,6353,3849,7.3,355
Collin,85,0111,850111,1744,3868,2362,3.7,191
Collin,85,0117,850117,1750,7053,4315,8.0,400
Collin,85,0118,850118,1751,6370,4396,6.0,439
Collin,85,0127,850127,1760,5535,3812,9.6,324
Collin,85,0134,850134,1767,6806,3685,8.8,330
Collin,85,0146,850146,1779,7616,4836,9.1,403
Collin,85,0177,850177,1810,4417,2340,6.7,159
Collin,85,0184,850184,1817,5903,3092,8.1,210
Collin,85,0209,850209,1842,2280,994,11.0,10
Collin,85,0212,850212,1845,4006,1829,5.3,239
Collin,85,0220,850220,1853,9015,3946,9.3,357
Collin,85,0225,850225,1858,6520,3671,5.9,394
Collin,85,0229,850229,1862,2415,1190,7.6,131
Collin,85,0234,850234,1867,3409,1947,3.3,292
Collin,85,0244,850244,1877,4566,2400,5.0,298
Collin,85,0245,850245,1878,5622,3219,12.5,271
Collin,85,0248,850248,1881,3598,2091,6.5,181
Collin,85,0250,850250,1883,5617,2496,1.8,319
Dallas,113,1063,1131063,2056,3773,1766,45.7,80
Dallas,113,1064,1131064,2057,478,173,33.5,6
Dallas,113,1065,1131065,2058,7996,3088,23.2,129
Dallas,113,1067,1131067,2059,38,11,27.3,2
Dallas,113,1078,1131078,2063,3757,1373,18.7,17
Dallas,113,1079,1131079,2064,3290,1944,15.5,171
Dallas,113,1080,1131080,2065,2463,1121,10.0,25
Dallas,113,1081,1131081,2066,4585,2978,18.8,427
Dallas,113,1082,1131082,2067,1039,284,61.3,7
Dallas,113,1083,1131083,2068,4589,1799,55.5,99
Dallas,113,1084,1131084,2069,4830,3411,19.7,562
Dallas,113,1086,1131086,2071,1698,597,23.5,30
Dallas,113,1087,1131087,2072,7216,3416,20.4,285
Dallas,113,1089,1131089,2074,5137,2218,19.3,72
Dallas,113,1092,1131092,2077,13127,3800,28.1,107
Dallas,113,1093,1131093,2078,3941,1780,33.0,60
Dallas,113,1113,1131113,2097,605,269,42.0,0
Dallas,113,1114,1131114,2098,2242,835,10.7,9
Dallas,113,1134,1131134,2107,1217,554,22.4,17
Dallas,113,1151,1131151,2120,80,51,21.6,2
Dallas,113,1159,1131159,2122,0,0,0.0,0
Dallas,113,1176,1131176,2134,0,0,0.0,0
Dallas,113,1303,1131303,2138,513,175,16.0,0
Dallas,113,1307,1131307,2141,885,234,1.7,0
Dallas,113,1314,1131314,2148,5671,2495,33.3,0
Dallas,113,2081,1132081,2281,1362,682,42.5,36
Dallas,113,2082,1132082,2282,5793,3002,38.1,81
Dallas,113,2083,1132083,2283,2116,1776,20.7,112
Dallas,113,2084,1132084,2284,915,496,11.7,12
Dallas,113,2097,1132097,2294,0,0,0.0,0
Dallas,113,2100,1132100,2298,5217,3778,12.1,179
Dallas,113,2103,1132103,2301,2594,1166,36.4,89
Dallas,113,2104,1132104,2302,852,483,8.3,0
Dallas,113,2106,1132106,2304,2607,1959,10.3,73
Dallas,113,2107,1132107,2305,64,47,4.3,6
Dallas,113,2110,1132110,2308,1295,543,48.6,30
Dallas,113,2111,1132111,2309,41,41,2.4,0
Dallas,113,2112,1132112,2310,183,138,12.3,4
Dallas,113,2113,1132113,2311,19,1,0.0,0
Dallas,113,2115,1132115,2313,301,286,4.5,0
Dallas,113,2118,1132118,2316,3025,1566,37.1,74
Dallas,113,2145,1132145,2341,5035,3343,11.5,47
Dallas,113,2146,1132146,2342,4988,2847,20.8,85
Dallas,113,2148,1132148,2344,1452,886,14.1,73
Dallas,113,2149,1132149,2345,2812,1907,16.8,59
Dallas,113,2150,1132150,2346,3091,1534,70.7,111
Dallas,113,2151,1132151,2347,368,274,8.4,0
Dallas,113,2152,1132152,2348,3304,2015,17.8,68
Dallas,113,2153,1132153,2349,2775,1520,17.7,26
Dallas,113,2154,1132154,2350,67,48,6.3,1
Dallas,113,3005,1133005,2454,2012,709,7.9,14
Dallas,113,3006,1133006,2455,5861,4591,6.0,21
Dallas,113,3008,1133008,2457,1624,1443,9.0,16
Dallas,113,3009,1133009,2458,0,0,0.0,0
Dallas,113,3011,1133011,2460,1924,1819,8.4,20
Dallas,113,3012,1133012,2461,420,163,39.9,6
Dallas,113,3016,1133016,2465,2856,2002,11.2,141
Dallas,113,3017,1133017,2466,1320,874,8.8,32
Dallas,113,3018,1133018,2467,2678,1897,4.5,144
Dallas,113,3019,1133019,2468,1487,928,3.0,32
Dallas,113,3020,1133020,2469,298,249,8.0,12
Dallas,113,3021,1133021,2470,1803,1167,6.7,23
Dallas,113,3022,1133022,2471,3716,2026,5.5,50
Dallas,113,3023,1133023,2472,1939,1325,4.7,80
Dallas,113,3024,1133024,2473,3345,1641,5.5,51
Dallas,113,3025,1133025,2474,1402,199,24.1,5
Dallas,113,3026,1133026,2475,1428,888,5.0,24
Dallas,113,3027,1133027,2476,1901,1363,4.8,69
Dallas,113,3028,1133028,2477,1700,1002,4.5,39
Dallas,113,3029,1133029,2478,1935,935,9.3,28
Dallas,113,3036,1133036,2485,85,41,82.9,0
Dallas,113,3040,1133040,2489,3943,1525,14.8,0
Dallas,113,3045,1133045,2494,1032,611,10.1,71
Dallas,113,3072,1133072,2521,170,82,20.7,0
Dallas,113,3089,1133089,2538,116,78,10.3,5
Dallas,113,3090,1133090,2539,1985,1624,9.7,62
Dallas,113,3091,1133091,2540,0,0,0.0,0
Dallas,113,3095,1133095,2544,3219,2997,8.8,36
Dallas,113,3096,1133096,2545,3725,3407,9.5,38
Dallas,113,3109,1133109,2563,4751,3724,10.6,0
Dallas,113,3113,1133113,2567,22,6,0.0,0
Dallas,113,3116,1133116,2570,14,9,22.2,0
Dallas,113,3117,1133117,2571,108,89,4.5,3
Dallas,113,4011,1134011,2685,1574,875,58.7,50
Dallas,113,4015,1134015,2689,2408,1699,14.0,170
Dallas,113,4016,1134016,2690,2449,1729,12.3,173
