County,FIPS,VTD,cntyvtd,vtdkeyvalue,Office,Name,Party,Incumbent,Votes
Archer,9,0001,90001,75,State Sen 30,Carter,R,N,10
Archer,9,0002,90002,76,State Sen 30,Carter,R,N,7
Archer,9,0003,90003,77,State Sen 30,Carter,R,N,4
Archer,9,0004,90004,78,State Sen 30,Carter,R,N,6
Archer,9,0005,90005,79,State Sen 30,Carter,R,N,2
Archer,9,0006,90006,80,State Sen 30,Carter,R,N,10
Archer,9,0007,90007,81,State Sen 30,Carter,R,N,2
Archer,9,0008,90008,82,State Sen 30,Carter,R,N,3
Archer,9,0009,90009,83,State Sen 30,Carter,R,N,0
Archer,9,0010,90010,84,State Sen 30,Carter,R,N,9
Archer,9,0011,90011,85,State Sen 30,Carter,R,N,0
Archer,9,0012,90012,86,State Sen 30,Carter,R,N,2
Archer,9,0013,90013,87,State Sen 30,Carter,R,N,1
Archer,9,0001,90001,75,State Sen 30,Hopper,R,N,5
Archer,9,0002,90002,76,State Sen 30,Hopper,R,N,1
Archer,9,0003,90003,77,State Sen 30,Hopper,R,N,2
Archer,9,0004,90004,78,State Sen 30,Hopper,R,N,1
Archer,9,0005,90005,79,State Sen 30,Hopper,R,N,1
Archer,9,0006,90006,80,State Sen 30,Hopper,R,N,2
Archer,9,0007,90007,81,State Sen 30,Hopper,R,N,1
Archer,9,0008,90008,82,State Sen 30,Hopper,R,N,1
Archer,9,0009,90009,83,State Sen 30,Hopper,R,N,1
Archer,9,0010,90010,84,State Sen 30,Hopper,R,N,0
Archer,9,0011,90011,85,State Sen 30,Hopper,R,N,0
Archer,9,0012,90012,86,State Sen 30,Hopper,R,N,0
Archer,9,0013,90013,87,State Sen 30,Hopper,R,N,0
Archer,9,0001,90001,75,State Sen 30,Luther,R,N,74
Archer,9,0002,90002,76,State Sen 30,Luther,R,N,67
Archer,9,0003,90003,77,State Sen 30,Luther,R,N,25
Archer,9,0004,90004,78,State Sen 30,Luther,R,N,29
Archer,9,0005,90005,79,State Sen 30,Luther,R,N,17
Archer,9,0006,90006,80,State Sen 30,Luther,R,N,107
Archer,9,0007,90007,81,State Sen 30,Luther,R,N,16
Archer,9,0008,90008,82,State Sen 30,Luther,R,N,28
Archer,9,0009,90009,83,State Sen 30,Luther,R,N,11
Archer,9,0010,90010,84,State Sen 30,Luther,R,N,55
Archer,9,0011,90011,85,State Sen 30,Luther,R,N,1
Archer,9,0012,90012,86,State Sen 30,Luther,R,N,4
Archer,9,0013,90013,87,State Sen 30,Luther,R,N,13
Archer,9,0001,90001,75,State Sen 30,Minter,D,N,11
Archer,9,0002,90002,76,State Sen 30,Minter,D,N,5
Archer,9,0003,90003,77,State Sen 30,Minter,D,N,3
Archer,9,0004,90004,78,State Sen 30,Minter,D,N,1
Archer,9,0005,90005,79,State Sen 30,Minter,D,N,2
Archer,9,0006,90006,80,State Sen 30,Minter,D,N,17
Archer,9,0007,90007,81,State Sen 30,Minter,D,N,0
Archer,9,0008,90008,82,State Sen 30,Minter,D,N,9
Archer,9,0009,90009,83,State Sen 30,Minter,D,N,2
Archer,9,0010,90010,84,State Sen 30,Minter,D,N,24
Archer,9,0011,90011,85,State Sen 30,Minter,D,N,1
Archer,9,0012,90012,86,State Sen 30,Minter,D,N,1
Archer,9,0013,90013,87,State Sen 30,Minter,D,N,1
Archer,9,0001,90001,75,State Sen 30,Springer,R,N,55
Archer,9,0002,90002,76,State Sen 30,Springer,R,N,51
Archer,9,0003,90003,77,State Sen 30,Springer,R,N,31
Archer,9,0004,90004,78,State Sen 30,Springer,R,N,61
Archer,9,0005,90005,79,State Sen 30,Springer,R,N,15
Archer,9,0006,90006,80,State Sen 30,Springer,R,N,87
Archer,9,0007,90007,81,State Sen 30,Springer,R,N,21
Archer,9,0008,90008,82,State Sen 30,Springer,R,N,11
Archer,9,0009,90009,83,State Sen 30,Springer,R,N,9
Archer,9,0010,90010,84,State Sen 30,Springer,R,N,52
Archer,9,0011,90011,85,State Sen 30,Springer,R,N,1
Archer,9,0012,90012,86,State Sen 30,Springer,R,N,3
Archer,9,0013,90013,87,State Sen 30,Springer,R,N,10
