County,FIPS,VTD,cntyvtd,vtdkeyvalue,Office,Name,Party,Incumbent,Votes
Dallas,113,1050,1131050,2044,State Rep 100,Armstrong,D,N,9
Dallas,113,1054,1131054,2047,State Rep 100,Armstrong,D,N,12
Dallas,113,1057,1131057,2050,State Rep 100,Armstrong,D,N,30
Dallas,113,1058,1131058,2051,State Rep 100,Armstrong,D,N,42
Dallas,113,1059,1131059,2052,State Rep 100,Armstrong,D,N,47
Dallas,113,1060,1131060,2053,State Rep 100,Armstrong,D,N,154
Dallas,113,1061,1131061,2054,State Rep 100,Armstrong,D,N,41
Dallas,113,1062,1131062,2055,State Rep 100,Armstrong,D,N,0
Dallas,113,1063,1131063,2056,State Rep 100,Armstrong,D,N,18
Dallas,113,1064,1131064,2057,State Rep 100,Armstrong,D,N,1
Dallas,113,1065,1131065,2058,State Rep 100,Armstrong,D,N,30
Dallas,113,1077,1131077,2062,State Rep 100,Armstrong,D,N,0
Dallas,113,1078,1131078,2063,State Rep 100,Armstrong,D,N,15
Dallas,113,1079,1131079,2064,State Rep 100,Armstrong,D,N,39
Dallas,113,1080,1131080,2065,State Rep 100,Armstrong,D,N,10
Dallas,113,1081,1131081,2066,State Rep 100,Armstrong,D,N,74
Dallas,113,1082,1131082,2067,State Rep 100,Armstrong,D,N,1
Dallas,113,1083,1131083,2068,State Rep 100,Armstrong,D,N,31
Dallas,113,1084,1131084,2069,State Rep 100,Armstrong,D,N,128
Dallas,113,1086,1131086,2071,State Rep 100,Armstrong,D,N,8
Dallas,113,1087,1131087,2072,State Rep 100,Armstrong,D,N,66
Dallas,113,1089,1131089,2074,State Rep 100,Armstrong,D,N,11
Dallas,113,1113,1131113,2097,State Rep 100,Armstrong,D,N,0
Dallas,113,1114,1131114,2098,State Rep 100,Armstrong,D,N,5
Dallas,113,1115,1131115,2099,State Rep 100,Armstrong,D,N,19
Dallas,113,1116,1131116,2100,State Rep 100,Armstrong,D,N,15
Dallas,113,1133,1131133,2106,State Rep 100,Armstrong,D,N,14
Dallas,113,1134,1131134,2107,State Rep 100,Armstrong,D,N,6
Dallas,113,1137,1131137,2110,State Rep 100,Armstrong,D,N,0
Dallas,113,1151,1131151,2120,State Rep 100,Armstrong,D,N,1
Dallas,113,1159,1131159,2122,State Rep 100,Armstrong,D,N,0
Dallas,113,1176,1131176,2134,State Rep 100,Armstrong,D,N,0
Dallas,113,1300,1131300,2135,State Rep 100,Armstrong,D,N,0
Dallas,113,1303,1131303,2138,State Rep 100,Armstrong,D,N,0
Dallas,113,1304,1131304,2139,State Rep 100,Armstrong,D,N,16
Dallas,113,1305,1131305,2140,State Rep 100,Armstrong,D,N,0
Dallas,113,1307,1131307,2141,State Rep 100,Armstrong,D,N,0
Dallas,113,1308,1131308,2142,State Rep 100,Armstrong,D,N,14
Dallas,113,1309,1131309,2143,State Rep 100,Armstrong,D,N,0
Dallas,113,1313,1131313,2147,State Rep 100,Armstrong,D,N,7
Dallas,113,1315,1131315,2149,State Rep 100,Armstrong,D,N,1
Dallas,113,1323,1131323,2151,State Rep 100,Armstrong,D,N,0
