County,FIPS,VTD,CNTYVTD,vtdkey,TotalPop,TotalVR,SpanishSurnamePercent,TotalTO
Hays,209,0125,2090125,5461,2339,492,44.3,0
Hays,209,0134,2090134,5464,4289,1006,42.8,0
Hays,209,0227,2090227,5481,5101,1191,38.1,0
Hays,209,0228,2090228,5482,3414,229,39.7,0
Hays,209,0231,2090231,5483,6508,956,37.7,0
Hays,209,0254,2090254,5486,3348,237,32.5,0
Hays,209,0422,2090422,5512,3045,1158,25.6,0
Hays,209,0423,2090423,5513,3333,723,39.4,0
Hays,209,0426,2090426,5516,3398,2485,14.0,0
Hays,209,0430,2090430,5517,2040,1406,9.7,0
Hays,209,0432,2090432,5518,2305,1780,14.3,0
Hays,209,0438,2090438,5521,777,137,6.6,0
Hays,209,0442,2090442,5524,4019,2005,5.8,0
Travis,453,0100,4530100,8783,3863,2334,16.6,207
Travis,453,0101,4530101,8784,4278,2197,24.1,213
Travis,453,0102,4530102,8785,3485,2106,11.3,181
Travis,453,0103,4530103,8786,2903,1893,13.2,205
Travis,453,0104,4530104,8787,3739,2840,9.2,471
Travis,453,0105,4530105,8788,3572,2055,14.7,189
Travis,453,0106,4530106,8789,4211,1291,13.6,217
Travis,453,0107,4530107,8790,4321,1418,13.0,245
Travis,453,0110,4530110,8791,4509,1864,12.3,168
Travis,453,0111,4530111,8792,3836,2019,8.7,194
Travis,453,0112,4530112,8793,2840,1559,15.7,162
Travis,453,0113,4530113,8794,3375,2148,16.1,311
Travis,453,0114,4530114,8795,3048,991,20.7,171
Travis,453,0115,4530115,8796,1799,438,37.9,36
Travis,453,0116,4530116,8797,6507,2607,20.0,282
Travis,453,0117,4530117,8798,3484,2341,13.8,375
Travis,453,0120,4530120,8799,4494,1396,20.1,108
Travis,453,0121,4530121,8800,4435,1093,14.6,59
Travis,453,0122,4530122,8801,6764,1325,28.1,48
Travis,453,0123,4530123,8802,3291,782,24.2,8
Travis,453,0124,4530124,8803,6441,1340,24.5,47
Travis,453,0125,4530125,8804,1723,382,29.3,1
Travis,453,0126,4530126,8805,6593,1314,26.0,3
Travis,453,0127,4530127,8806,7529,1335,31.6,0
Travis,453,0130,4530130,8807,10378,3092,29.8,260
Travis,453,0131,4530131,8808,8935,1958,24.4,144
Travis,453,0132,4530132,8809,14486,3402,28.7,200
Travis,453,0133,4530133,8810,5445,1802,29.4,160
Travis,453,0134,4530134,8811,4065,1423,16.7,87
Travis,453,0135,4530135,8812,2074,1070,12.5,143
Travis,453,0136,4530136,8813,2661,1543,12.8,190
Travis,453,0137,4530137,8814,5604,2075,23.9,137
Travis,453,0138,4530138,8815,7916,2691,16.6,181
Travis,453,0140,4530140,8816,856,148,33.1,13
Travis,453,0141,4530141,8817,7876,1751,15.7,153
Travis,453,0142,4530142,8818,4318,1019,15.3,0
Travis,453,0143,4530143,8819,7037,1442,22.1,0
Travis,453,0144,4530144,8820,3985,738,27.4,0
Travis,453,0145,4530145,8821,2878,999,15.2,0
Travis,453,0164,4530164,8837,4599,2451,17.3,0
Travis,453,0170,4530170,8839,6411,2422,24.3,0
Travis,453,0171,4530171,8840,5747,2533,13.1,0
Travis,453,0175,4530175,8844,32,5,80.0,0
Travis,453,0176,4530176,8845,86,24,20.8,0
