County,FIPS,VTD,CNTYVTD,vtdkey,TotalPop,TotalVR,SpanishSurnamePercent,TotalTO
Fort Bend,157,1004,1571004,3629,5592,4287,8.3,1033
Fort Bend,157,1005,1571005,3630,2084,1178,7.4,378
Fort Bend,157,1006,1571006,3631,18190,7044,9.3,1793
Fort Bend,157,1008,1571008,3632,1448,945,18.5,250
Fort Bend,157,1014,1571014,3634,12328,4826,10.6,1052
Fort Bend,157,1019,1571019,3635,1357,1024,7.6,306
Fort Bend,157,1038,1571038,3636,12075,5386,12.2,1024
Fort Bend,157,1054,1571054,3638,1078,467,52.7,72
Fort Bend,157,1057,1571057,3639,8892,4391,11.5,907
Fort Bend,157,1103,1571103,3641,9001,5165,17.6,0
Fort Bend,157,1122,1571122,3643,5103,3791,5.6,1031
Fort Bend,157,1130,1571130,3644,8417,4858,14.3,946
Fort Bend,157,1132,1571132,3645,9553,4688,10.9,1070
Fort Bend,157,1133,1571133,3646,5730,3700,7.9,931
Fort Bend,157,1142,1571142,3647,8001,3902,12.7,852
Fort Bend,157,1143,1571143,3648,13512,8451,11.3,1792
Fort Bend,157,1144,1571144,3649,7661,3980,8.6,1109
Fort Bend,157,1145,1571145,3650,5747,2544,12.6,482
Fort Bend,157,1146,1571146,3651,13078,3921,12.6,733
Fort Bend,157,1148A,1571148A,3652,19438,6926,10.8,1698
Fort Bend,157,1148B,1571148B,3653,0,0,0.0,0
Fort Bend,157,1149,1571149,3654,6613,4337,6.2,1772
Fort Bend,157,1156,1571156,3655,3252,2447,6.8,725
Fort Bend,157,1159,1571159,3656,6829,1753,12.8,322
Fort Bend,157,1160,1571160,3657,4391,1459,14.2,253
Fort Bend,157,1165,1571165,3658,3851,1987,8.3,635
Fort Bend,157,3071,1573071,3730,1258,546,13.7,94
Fort Bend,157,3125,1573125,3748,7107,4086,9.8,0
Fort Bend,157,3126,1573126,3749,1475,829,6.0,135
Fort Bend,157,3139,1573139,3758,2936,1000,3.1,179
Fort Bend,157,3147,1573147,3760,10271,2977,5.0,599
Fort Bend,157,3155,1573155,3761,5464,2789,19.8,337
Fort Bend,157,3174,1573174,3768,2580,1643,13.2,269
Fort Bend,157,4066,1574066,3782,8243,4640,22.3,742
Fort Bend,157,4069,1574069,3784,9879,3716,14.0,625
Fort Bend,157,4082,1574082,3790,11790,5828,11.9,1304
Fort Bend,157,4083,1574083,3791,8709,4586,15.7,775
Fort Bend,157,4095,1574095,3792,8445,2882,12.7,467
Fort Bend,157,4100,1574100,3794,4988,2855,33.3,449
Fort Bend,157,4101,1574101,3795,7563,3688,34.2,499
Fort Bend,157,4106,1574106,3796,11189,4306,20.3,649
Fort Bend,157,4113,1574113,3797,14424,5577,16.2,0
Fort Bend,157,4117,1574117,3798,2803,1098,14.8,181
Fort Bend,157,4150,1574150,3801,13209,5739,15.8,1056
Fort Bend,157,4167,1574167,3806,57,22,27.3,2
Fort Bend,157,4170,1574170,3807,350,144,25.0,30
Fort Bend,157,4173,1574173,3808,1970,1149,16.5,186

