County,FIPS,VTD,CNTYVTD,vtdkey,TotalPop,TotalVR,SpanishSurnamePercent,TotalTO
Bexar,29,1002,291002,255,1039,623,49.1,3
Bexar,29,1009,291009,262,3048,927,45.5,1
Bexar,29,1012,291012,265,4222,2078,64.5,73
Bexar,29,1024,291024,277,5007,2876,55.5,70
Bexar,29,1027,291027,280,800,74,47.3,0
Bexar,29,1029,291029,282,3653,1886,87.6,67
Bexar,29,1031,291031,284,3035,1441,88.4,26
Bexar,29,1032,291032,285,4117,2478,90.2,44
Bexar,29,1043,291043,296,2774,1358,69.3,53
Bexar,29,1055,291055,308,3105,1773,47.8,38
Bexar,29,1070,291070,323,2528,1038,62.5,30
Bexar,29,1071,291071,324,3394,1708,54.6,45
Bexar,29,1076,291076,329,5222,2748,52.6,57
Bexar,29,1079,291079,332,4942,2109,40.7,22
Bexar,29,1080,291080,333,7340,1875,49.2,12
Bexar,29,1082,291082,335,5691,2392,65.4,15
Bexar,29,1083,291083,336,4093,2648,45.2,52
Bexar,29,1084,291084,337,4461,2071,70.1,90
Bexar,29,1085,291085,338,4158,1632,66.7,54
Bexar,29,1086,291086,339,4311,2229,59.8,158
Bexar,29,1087,291087,340,3780,1479,70.5,43
Bexar,29,1090,291090,343,0,0,0.0,0
Bexar,29,1093,291093,346,2924,619,36.2,27
Bexar,29,1096,291096,349,384,41,48.8,0
Bexar,29,1099,291099,352,4202,2170,51.8,38
Bexar,29,1100,291100,353,4440,2398,49.1,35
Bexar,29,1104,291104,357,5214,2971,51.3,81
Bexar,29,1109,291109,362,44,3,0.0,0
Bexar,29,1111,291111,364,5452,3124,48.5,77
Bexar,29,1112,291112,365,5079,1635,59.2,12
Bexar,29,1113,291113,366,5119,2014,30.5,35
Bexar,29,1136,291136,390,493,294,51.7,3
Bexar,29,1138,291138,392,3243,722,49.3,8
Bexar,29,1139,291139,393,3791,980,64.2,4
Bexar,29,1142,291142,396,4503,1274,59.5,7
Bexar,29,1147,291147,401,4408,2135,50.2,20
Bexar,29,1148,291148,402,2211,343,51.9,2
Bexar,29,1149,291149,403,4220,1503,54.1,28
Bexar,29,1152,291152,406,1847,1102,43.9,25
Bexar,29,1155,291155,411,2838,1186,51.0,6
Bexar,29,1157,291157,413,5191,1625,59.8,10
Bexar,29,1158,291158,414,2169,498,61.8,3
Bexar,29,2020,292020,435,9367,3761,77.3,23
Bexar,29,2043,292043,458,2337,1195,87.0,26
Bexar,29,2044,292044,459,5315,2291,86.2,30
Bexar,29,2068,292068,484,5538,3784,42.2,166
Bexar,29,2072,292072,488,4933,2984,46.0,54
Bexar,29,2076,292076,492,3491,2198,43.6,0
Bexar,29,2078,292078,494,4382,2327,59.6,41
Bexar,29,2088,292088,504,5949,3545,51.5,96
Bexar,29,2097,292097,513,4187,2284,54.5,38
Bexar,29,2098,292098,514,2733,1265,64.4,20
Bexar,29,2102,292102,518,3653,2441,42.0,53
Bexar,29,2106,292106,522,1479,514,52.1,9
Bexar,29,2127,292127,543,3883,2483,42.5,45
Bexar,29,2133,292133,549,548,333,42.9,4
Bexar,29,2145,292145,561,503,333,45.9,2

