County,FIPS,VTD,CNTYVTD,vtdkey,TotalPop,TotalVR,SpanishSurnamePercent,TotalTO
Bexar,29,1001,291001,254,605,480,45.4,103
Bexar,29,1002,291002,255,1039,673,50.7,56
Bexar,29,1003,291003,256,3399,2050,64.2,229
Bexar,29,1004,291004,257,1689,858,83.8,100
Bexar,29,1005,291005,258,1516,810,85.6,70
Bexar,29,1006,291006,259,4005,2144,88.5,222
Bexar,29,1007,291007,260,2078,1296,87.8,165
Bexar,29,1008,291008,261,2587,1921,52.9,388
Bexar,29,1010,291010,263,910,645,72.9,87
Bexar,29,1011,291011,264,2169,1147,87.1,109
Bexar,29,1012,291012,265,4222,2181,65.3,194
Bexar,29,1013,291013,266,4354,2497,87.9,239
Bexar,29,1014,291014,267,2642,1376,86.4,104
Bexar,29,1015,291015,268,2640,1461,90.7,79
Bexar,29,1016,291016,269,1976,1233,88.5,91
Bexar,29,1017,291017,270,498,228,61.8,23
Bexar,29,1018,291018,271,1888,976,85.5,86
Bexar,29,1019,291019,272,2775,890,77.0,104
Bexar,29,1020,291020,273,2933,1670,73.5,205
Bexar,29,1021,291021,274,3139,1780,84.8,175
Bexar,29,1022,291022,275,1643,979,86.2,86
Bexar,29,1023,291023,276,4531,2610,90.4,227
Bexar,29,1024,291024,277,5007,3159,58.1,283
Bexar,29,1025,291025,278,1416,762,88.3,35
Bexar,29,1026,291026,279,2489,1328,87.2,104
Bexar,29,1028,291028,281,1407,773,82.0,56
Bexar,29,1029,291029,282,3653,1990,84.6,193
Bexar,29,1030,291030,283,485,68,35.3,2
Bexar,29,1031,291031,284,3035,1548,86.4,127
Bexar,29,1032,291032,285,4117,2541,88.2,166
Bexar,29,1033,291033,286,4788,2137,65.6,115
Bexar,29,1035,291035,288,9990,1040,10.5,0
Bexar,29,1036,291036,289,6823,3576,55.8,356
Bexar,29,1037,291037,290,5861,2549,66.6,201
Bexar,29,1038,291038,291,6295,2955,67.1,299
Bexar,29,1039,291039,292,8087,3138,80.9,124
Bexar,29,1040,291040,293,5427,2841,86.4,197
Bexar,29,1041,291041,294,4128,2431,87.3,119
Bexar,29,1042,291042,295,1667,1212,90.2,91
Bexar,29,1043,291043,296,2774,1532,69.8,143
Bexar,29,1044,291044,297,3117,2104,88.5,180
Bexar,29,1045,291045,298,7715,3242,84.4,266
Bexar,29,1046,291046,299,4164,2039,84.0,165
Bexar,29,1047,291047,300,3189,1806,84.7,114
Bexar,29,1048,291048,301,3996,2243,81.2,211
Bexar,29,1049,291049,302,5228,2587,84.0,285
Bexar,29,1050,291050,303,1485,847,78.5,97
Bexar,29,1051,291051,304,3743,2098,73.9,274
Bexar,29,1052,291052,305,3632,2015,75.0,234
Bexar,29,1053,291053,306,499,255,74.1,22
Bexar,29,1054,291054,307,4349,2412,78.0,284
Bexar,29,1055,291055,308,3105,1922,48.2,295
Bexar,29,1056,291056,309,7039,2890,76.8,308
Bexar,29,1057,291057,310,5964,2277,59.1,90
Bexar,29,1058,291058,311,5275,2667,66.6,143
Bexar,29,1059,291059,312,1820,427,67.7,21
Bexar,29,1060,291060,313,6077,2866,86.8,171
Bexar,29,1061,291061,314,6261,2698,79.2,128
