feature,coef
pct_white,-0.1746428512545173
pct_black,0.17111606925675196
pct_asian,0.10346305552040512
reock,0.05992727255976853
convex_hull_ratio,-0.054261952448458814
majority_race_pct_hispanic,0.0
majority_race_pct_white,-0.0
schwartzberg,-0.0
polsby_popper,-0.0
pct_hispanic,0.0
