feature,VIF
schwartzberg,123.38259826587797
polsby_popper,96.05025069349034
pct_hispanic,6.300593549666335
convex_hull_ratio,4.5047325490858405
majority_race_pct_hispanic,4.2428272774364775
majority_race_pct_white,2.1248691326010913
pct_asian,1.7948169602457291
reock,1.7914234334744017
pct_black,1.4302040702984353
