cluster,x0,x1,x2,x3,x4,x5,z_x0,z_x1,z_x2,z_x3,z_x4,z_x5
0,-0.812218633481215,-0.8583150742301674,-0.868522428333473,-0.7290086442325866,0.16589351298645189,-0.1656951722458146,-1.0729119454572256,-1.0989508000566002,-1.1470597465090728,-1.0349875676636733,0.5777366489921147,-0.5776854485659128
1,0.6841291671560652,0.7184000204481588,0.7125115552902249,0.5417653121854126,0.16310616773790734,-0.16327720914852636,0.9061111741953223,0.8564450309223327,0.6883795726616583,0.07409717684636931,0.5769638031756533,-0.5770150249382422
2,0.12513342605936326,0.22335585294970606,0.5146501758645446,1.5578407082457124,-6.082313075527759,6.0823621111494015,0.16680077126190326,0.24250576913426747,0.45868017384741455,0.960890390817304,-1.154700452167768,1.1547004735041553
