texas_total_pop,texas_vap_total,texas_nh_white_total,texas_nh_black_total,texas_nh_asian_total,texas_hispanic_total,texas_nh_white_vap,texas_nh_black_vap,texas_nh_asian_vap,texas_hispanic_vap
29145505,21866700,11584597,3964700,1849226,11441717,9437993,2837841,1358922,7907319
