district_id,polsby_popper,schwartzberg,convex_hull_ratio,reock,pct_white,pct_black,pct_asian,pct_hispanic,dem_share,rep_share
1,0.19357491603938365,0.4399714945759369,0.7229696640779733,0.4075703957727634,0.6308396489828481,0.1856342241723175,0.014962106102911847,0.1438532110091743,0.3088794203523034,0.6703124626448606
2,0.1652317649251301,0.4064871030243519,0.6252695580727702,0.41735097354928524,0.5341562968489768,0.12032607465344751,0.07275927624177941,0.252393701187553,0.3086226543722849,0.6705721067481426
3,0.2167611531410567,0.46557615181735484,0.8054449740133381,0.27391590252895415,0.5783147703065568,0.11283602351364158,0.1087996858017392,0.17467459561915413,0.30850994203851867,0.6706854064988919
4,0.10346161141007479,0.32165449073512836,0.5741899248437706,0.22275150517923378,0.6067785543029128,0.09822374126409224,0.1574514104983931,0.10841809927051982,0.30850436087626454,0.6706810113776119
5,0.18446514061543431,0.4294940518976186,0.8231711779987673,0.3101834367379741,0.5233986221573814,0.15833789024974718,0.03519347013231596,0.26234326142906306,0.30851524245844875,0.6706836634456652
6,0.26890035959715863,0.5185560332279999,0.7549867043476441,0.4360066593339756,0.5136100657428269,0.12589730357914522,0.055430391058639915,0.28138307468334783,0.3086226543722849,0.6705721067481426
7,0.10945348116585771,0.3308375449761676,0.48063732566498213,0.1838827752406568,0.34777511857398274,0.14210152344160826,0.20075877088351404,0.3020180022111579,0.3086226543722849,0.6705721067481426
8,0.13593447174398052,0.36869292337117143,0.5564595561734811,0.32263849399007594,0.4276522273603922,0.1637253264996479,0.07633933216696068,0.31723400290867204,0.30857191822263436,0.6706238218545155
9,0.3397686261567678,0.5828967542856692,0.7252065865363144,0.4492853038632651,0.2825528221903268,0.09912658410939396,0.018868008500506246,0.5904224662594435,0.3086175754952158,0.6705781373617351
10,0.1448466880364612,0.3805872935825121,0.6085029677184698,0.23624528864001004,0.6296433839188115,0.10156959751919248,0.05937656702733211,0.18828456272200647,0.30837349123422597,0.6708281586662748
11,0.2157136821416014,0.46444987042909314,0.6822191758680223,0.20505160445771375,0.512023849654475,0.06655570537670656,0.04386061014663745,0.358332631046688,0.3085617232287866,0.670631042836226
12,0.2854890780170328,0.5343117797850173,0.792735473457932,0.47333537674281934,0.5292702903791205,0.09764891490785105,0.043903872485781155,0.3072854251898104,0.3087104037024297,0.6704854606289923
13,0.2866164900892411,0.5353657535640856,0.6777555356655888,0.26476262485950464,0.6173374205738613,0.07555747781648875,0.030957259369693298,0.24804075547512178,0.3078874640607328,0.6712618973861769
14,0.139885325351817,0.37401246684010014,0.4550969418654257,0.18008431482058734,0.5362625076396464,0.16376690369560729,0.06309878662597751,0.21809860932360187,0.3086102566396162,0.6705875726990974
15,0.13280714759763418,0.36442714991838104,0.5536643909579934,0.17214524583426416,0.1762493258829234,0.0192808813599264,0.012211149329961615,0.7871194920669449,0.3088542762979288,0.6703330459832098
16,0.29136624972456543,0.5397835211680377,0.7655520307932709,0.3288026618421747,0.12738212165576374,0.040065973573506795,0.021513479900092454,0.8105051178937875,0.3067482821184735,0.672448475805098
17,0.24058589628770227,0.4904955619449602,0.6523888569547803,0.44821125569570314,0.5900638098124276,0.11473262819711319,0.05747545409656453,0.21540209082567058,0.3085261150606798,0.6706728125793078
18,0.20099190954095175,0.4483212124592721,0.6047255473649521,0.26563818528386274,0.1482179571291589,0.4559300128801227,0.0731292554323618,0.3239559311099945,0.3085936897515057,0.6706008492938721
19,0.5320314422296495,0.7294048548163423,0.8390233672910969,0.4996106164862746,0.5337360623903783,0.07555672137308946,0.024198978952643446,0.3488630669005262,0.3082326181195145,0.6709523942012269
20,0.1454830685656364,0.38142242797931586,0.7052049796953935,0.291554354126543,0.17880624011892954,0.1043003799393846,0.03326483224905245,0.6836607654478383,0.3086226543722849,0.6705721067481426
21,0.3063371360486473,0.5534773130387978,0.8302707747586362,0.4508022429828738,0.5794875321259423,0.0452105484833117,0.04230309698381454,0.31494597684353487,0.3086010366990926,0.6705942188926352
22,0.20227304150223782,0.4497477531930958,0.779703323051838,0.4369660989337669,0.4616439833487911,0.11339214459806311,0.13734659103164162,0.27282531328861376,0.3085852517608792,0.6706100741942163
23,0.21659999148799844,0.4654030419840403,0.747566621284293,0.2704752640829351,0.32606684227480315,0.047322813598740736,0.036126081463594056,0.5835459897605073,0.30853774365021025,0.6706569886941196
24,0.195909677791852,0.4426168521326905,0.7025990879101676,0.3092188622216706,0.6437019796497543,0.07448994600955215,0.09962708520800166,0.1560639752197688,0.3086226543722849,0.6705721067481426
25,0.2734688010695666,0.5229424452743979,0.7068058926145957,0.44553744885400787,0.5071061498003797,0.19811638215756086,0.034118243341489864,0.2403835368310851,0.30849692485869884,0.6706714412645813
26,0.1558077947554678,0.3947249608974175,0.6355994275595799,0.3647677134933086,0.5960134870971853,0.10007322431047108,0.097109691745093,0.180412604949445,0.3090896041558133,0.6700850491448681
27,0.13473183084606913,0.36705834801304965,0.5592759268493952,0.34166824615759206,0.477275061846757,0.0784126997714452,0.021229059843692485,0.40719562407443866,0.3085705602713211,0.6706255647144223
28,0.29183039366748265,0.5402132853489283,0.7193637683044978,0.38296966463497517,0.08533882996391699,0.007209777450164034,0.008006060854252836,0.8956845989689267,0.3084400116184861,0.6707558850373846
29,0.23267136645560513,0.48236020405461016,0.7419871932502692,0.504421235736495,0.13014599294675933,0.2698213130951322,0.040417905711586405,0.5584969433553136,0.09574468085106383,0.898936170212766
30,0.3523335968920416,0.5935769511125256,0.786475869193428,0.3272962785371446,0.1501072636467934,0.47120728113311355,0.05068900366359732,0.3243712388418085,0.3086226543722849,0.6705721067481426
31,0.3089958006465577,0.5558739071467176,0.8257848930446415,0.5062415063070765,0.5729799366330034,0.15159368210106672,0.04853578654337947,0.20506038665404738,0.3097279958573668,0.6693841737440075
32,0.16127921455398203,0.40159583483146594,0.7245934383845269,0.1651080270664875,0.5382993542251017,0.12618386804224366,0.10441816081457275,0.20942338971852295,0.30855751613061144,0.670638268797362
33,0.10901497028891885,0.3301741514548328,0.4542867117101131,0.2674138220161788,0.26358621860149356,0.15448913781398507,0.06395112016293279,0.5090567718940937,0.3086226543722849,0.6705721067481426
34,0.3089982349811499,0.5558760967887987,0.8291519113435198,0.3325521777813171,0.21073291560397578,0.024207311313328504,0.01926173158264849,0.7395887779841934,0.30921381039589524,0.6699888953275788
35,0.3084686003956122,0.5553994962147627,0.7406835845778317,0.47345300136846347,0.3414682041827128,0.07998429028070214,0.025792304419449505,0.5434144638512813,0.3085443862125072,0.6706417611454357
36,0.13353285297893763,0.3654214730676587,0.5363019593852582,0.29300556122662186,0.49225932786451443,0.18548610743582958,0.07411907912146071,0.23253982535062187,0.30822454186675924,0.6709777126045158
37,0.21254850016809212,0.4610298256816929,0.7377776975580088,0.4869709571455156,0.4715731168714975,0.09452243649702717,0.07931059724922121,0.3424422718732462,0.3081376443517379,0.6710563440297933
38,0.19163526684415372,0.4377616552921849,0.6412352530027013,0.3508037963397107,0.5332249909714698,0.10349275138007533,0.11746938507501888,0.23046906145497695,0.3086226543722849,0.6705721067481426
