cntyvtd,district_id,dem_share,rep_share,pct_white,pct_black,pct_asian,pct_hispanic,polsby_popper,convex_hull_ratio,schwartzberg,reock
20200007,1,0.0,0.0,0.47619047929493385,0.46031745774184146,0.005291005223704263,0.01587301587432904,0.3809553741147117,0.742646113649436,1.6201788097006031,0.2968477296795844
20200008,1,0.0,0.0,0.872521245727678,0.06515580771726498,0.002832861219313107,0.031161473177692946,0.18415113490997395,0.6606732203301166,2.330305177742328,0.3713847429200145
20300001,1,0.3331020124913255,0.6377515614156836,0.5722145789205548,0.32943604091817724,0.0034387895709487924,0.10110041163266988,0.6208120556401157,0.908400773404295,1.269170383134886,0.46198527240068527
20300002,1,0.5746753246753247,0.3906926406926407,0.48991353819611777,0.4236311282328113,0.01729106613995039,0.07204611204490809,0.44564144601321437,0.8370075005122009,1.4979841308750106,0.285863932181458
20300003,1,0.8089304257528557,0.15991692627206647,0.6308539964439196,0.3057851234917273,0.005509641876756983,0.057851237781188544,0.45654592816748246,0.8551538278538682,1.479986531400897,0.3900632094961092
20300004,1,0.3923865300146413,0.5915080527086384,0.606854839693011,0.30241935089596383,0.00806451599680125,0.0866935517322466,0.17755508469274675,0.5102148223691528,2.373195100663172,0.18104863001096094
20300005,1,0.1796759941089838,0.8055964653902798,0.7844444446306753,0.09333333320237994,0.013333333083297347,0.08000000010850432,0.24114264522538892,0.7488889938311283,2.0363995373243857,0.3458137556395869
20300006,1,0.1652097902097902,0.8199300699300699,0.8900343637310577,0.03780068735891387,0.0,0.04810996583285455,0.32089912580807306,0.7980104368621211,1.7652886666619443,0.34979558609896777
20300007,1,0.22106824925816024,0.7611275964391692,0.8328611901310418,0.07648725223753686,0.0028328611310986626,0.07648725184670434,0.23121212076346212,0.7496943713237083,2.0796713138840746,0.3111408739724116
20300008,1,0.29510086455331414,0.69164265129683,0.9308005427883619,0.01628222527348152,0.004070556291806419,0.03120759834145402,0.3507866193928913,0.8341157765677572,1.6884122345967112,0.550902272197426
20300009,1,0.20432900432900433,0.7818181818181819,0.9257322176181093,0.016736401613370592,0.003138075318500636,0.01987447704099842,0.4636397172685702,0.9135936758075304,1.4686208305492052,0.6088819124494093
20300010,1,0.21438263229308005,0.7747625508819539,0.8910891087327981,0.04702970283870591,0.004950495097430668,0.04455445579753588,0.3380226224107763,0.8447622445886389,1.7199947315437716,0.5451364727640106
20300011,1,0.33618233618233617,0.6495726495726496,0.06206896758918336,0.8804597681481052,0.011494253053575062,0.048275861810710766,0.7312831257533798,0.9669337334488611,1.169384206054411,0.5710030882801846
20400001,10,0.0,0.0,0.7774639932264368,0.11945778064434256,0.006212934057381276,0.0618469356210138,0.26715722585275475,0.7827771482905111,1.9347129447496083,0.48052779406829016
20400002,10,0.0,0.0,0.671027318543111,0.08599461321994271,0.004424778754962442,0.20738745640432238,0.44456198282051856,0.8611914831707138,1.4998016933228462,0.4344634184708982
20400003,10,0.0,0.0,0.7640573320696172,0.16538037479252773,0.004410143287101364,0.039691289835842455,0.26626324912690497,0.8297733985457696,1.9379581147303915,0.37080862195361014
20400004,10,0.0,0.0,0.8661887699186993,0.033452807042670944,0.013142174547122812,0.05854241375738904,0.27122878201062434,0.6678816080841407,1.920136543840609,0.37827384837075173
20400005,10,0.0,0.0,0.6080133558550659,0.027712854879548155,0.006010016637283307,0.32353923169940635,0.2990867998005463,0.767325534729721,1.8285269981568413,0.3185672373552888
20400006,10,0.0,0.0,0.8363463362015662,0.07659372016857194,0.004281636798581688,0.036631780054635694,0.4532980505205591,0.8620847475712246,1.4852791150289484,0.5951010200804165
20400007,10,0.0,0.0,0.7980900411664811,0.12187357872845496,0.007730786721040855,0.04320145500059756,0.38025640323910237,0.7647553370196695,1.6216671973524965,0.47301497105845036
20400008,10,0.0,0.0,0.8159057436309817,0.08394698086792872,0.01030927836178722,0.058173784932154686,0.2360534033585249,0.6622796466821695,2.0582345629203966,0.23982317055935887
20400009,10,0.0,0.0,0.9032258052088982,0.005376344140021415,0.0035842295019171367,0.07706093246311539,0.24187053555383387,0.8670634594654498,2.033333036471458,0.32536117374487405
20400010,10,0.0,0.0,0.5905759150381564,0.014659685939217005,0.006282722545127387,0.3706806292317612,0.44651594237215486,0.9247550849951924,1.496516519566314,0.4477865860194588
20400011,10,0.0,0.0,0.683814304846338,0.17440401435516073,0.0050188206415279725,0.11041405215211904,0.33171956463700725,0.8442133085737363,1.7362587868955761,0.3360832283650905
20500101,15,0.06956521739130435,0.9217391304347826,0.3628158837487014,0.010830324897858016,0.003610108303867592,0.6064981956027863,0.23826619207037922,0.6242947960322022,2.0486548112276384,0.25166123409216995
20500102,15,0.07480314960629922,0.9212598425196851,0.2874186551592414,0.010484454106754025,0.003976861981596578,0.6869125088534549,0.25881397101851283,0.5884791028264709,1.9656497789785903,0.30161630621745167
20500103,15,0.0,0.0,0.5888223554185903,0.009980039967958765,0.007984031766646155,0.36127744508930987,0.3373763463822638,0.8220014114599613,1.7216413489577782,0.5339957951431554
20500104,15,0.0,0.0,0.3119548500070951,0.015905592369745838,0.003078501773378799,0.6567470485361899,0.4572940194070268,0.8321008214145756,1.478775474523141,0.508687065337506
20500105,15,0.0,0.0,0.14707405563610026,0.015018125457680642,0.002589331947171715,0.8285862238712126,0.504827963781595,0.9101157728394305,1.4074348423247123,0.38949126228518516
20500106,15,0.0,0.0,0.6224489811678956,0.03367346920626858,0.012244898464189033,0.3132653039749978,0.5006037996017069,0.8438802433561441,1.4133604333881076,0.33883564378239894
